TCAD or WCAD Property ID(s),Facility Address,Facility Category,Building Name,Calculated kWh/sqft,Portfolio Manager Energy Star Score,As of
189839,"618 TILLERY ST
AUSTIN, TX 78702
(30.256799, -97.706407)",INDUSTRIAL,189839_001,4.91,,10/01/2015 12:00:00 AM
361726,"8500 CAMERON RD
AUSTIN, TX 78754
(30.341577, -97.680548)",INDUSTRIAL,361726_001,0.10,,10/01/2015 12:00:00 AM
430773,"10001 DAVID MOORE DR
AUSTIN, TX 78748
(30.16618, -97.813939)",EDUCATIONAL FACILITY,430773_Campus,10.68,74,10/01/2015 12:00:00 AM
194344,"107 W 6TH ST
AUSTIN, TX 78701
(30.268144, -97.74312)",OFFICE LG &gt; 35000,194344_001,19.25,43,10/01/2015 12:00:00 AM
430709,"9801 MANCHACA RD
AUSTIN, TX 78748
(30.174378, -97.823523)",STORE\GROCERY (W/sqft &gt; 5),430709_001,37.84,47,10/01/2015 12:00:00 AM
194830,"1121 E 7 ST
Austin, TX 78702
(30.265618, -97.730941)",OFFICE MED 10-35,194830_001,18.80,,10/01/2015 12:00:00 AM
306068,"3909 S LAMAR BLVD
AUSTIN, TX 78704
(30.237797, -97.790358)",STORE\GROCERY (W/sqft &gt; 5),306068_Campus,36.47,,10/01/2015 12:00:00 AM
505625,"1120 W HOWARD LA
AUSTIN, TX 78753
(30.423988, -97.670068)",OTHER,505625_002,2.57,,10/01/2015 12:00:00 AM
206114,"2501 LEON ST
AUSTIN, TX 78705
(30.289818, -97.749191)",DORMITORY\RETIREMENT FACILITY,SIGMA ALPHA MU INC,19.67,,10/01/2015 12:00:00 AM
291760,"2150 WOODWARD ST
AUSTIN, TX 78744
(30.212695, -97.745743)",INDUSTRIAL (W/sqft &gt; 3),291760_001,24.43,9,10/01/2015 12:00:00 AM
285720,"505 THOMPSON LA
AUSTIN, TX 78742
(30.238509, -97.684077)",WAREHOUSE (W/sqft &gt; 5),285720_Campus,6.36,,10/01/2015 12:00:00 AM
219922,"4200 N LAMAR BLVD
AUSTIN, TX 78756
(30.310312, -97.739778)",RETAIL CENTER,219922_001,37.42,,10/01/2015 12:00:00 AM
783965,"3301 ED BLUESTEIN BLVD
AUSTIN, TX 78721
(30.267862, -97.670292)",COMPUTER DATA CENTER,783965_002,312.04,,10/01/2015 12:00:00 AM
377641,"11012 HARRIS BRANCH PKWY
Austin, TX 78754
(30.344343, -97.613387)",EDUCATIONAL FACILITY,377641_Campus,0.77,,10/01/2015 12:00:00 AM
232869,"8027 EXCHANGE DR
AUSTIN, TX 78754
(30.335188, -97.663436)",INDUSTRIAL (W/sqft &gt; 3),232869_Campus,15.84,,10/01/2015 12:00:00 AM
254988,"8920 BUSINESS PARK DR
AUSTIN, TX 78759
(30.379568, -97.741149)",OFFICE LG &gt; 35000,254988_001,13.74,49.5,10/01/2015 12:00:00 AM
197046,"700 E 11 ST
AUSTIN, TX 78701
(30.270847, -97.734363)",OFFICE MED 10-35,197046_001,11.38,79,10/01/2015 12:00:00 AM
223356,"1101 REINLI ST
Austin, TX 78723
(30.316676, -97.703368)",CONGREGATION FACILITY,223356_001,10.33,,10/01/2015 12:00:00 AM
"334210, 334240","3417 PLANTATION RD
AUSTIN, TX 78745
(30.200971, -97.837904)",RETAIL CENTER,334210_001,16.88,,10/01/2015 12:00:00 AM
442957,"10000 METRIC BLVD
AUSTIN, TX 78758
(30.380346, -97.716244)",INDUSTRIAL (W/sqft &gt; 3),442957_001,22.78,,10/01/2015 12:00:00 AM
551940,"3610 JUDSON RD
Austin, TX 78744
(30.211027, -97.72466)",WAREHOUSE (W/sqft &gt; 5),551940_001,13.14,,10/01/2015 12:00:00 AM
R090399,"12971 POND SPRINGS RD
AUSTIN, TX 78729
(30.439598, -97.772596)",AUTOMOTIVE SALES,R090399_001,10.86,,10/01/2015 12:00:00 AM
114928,"1000 FOREST VIEW DR
AUSTIN, TX 78746
(30.288249, -97.795973)",CITY OF AUSTIN,114928_001,71.31,,10/01/2015 12:00:00 AM
"296215, 296216","4800 SHAW LA
AUSTIN, TX 78744
(30.185951, -97.705245)",OFFICE LG &gt; 35000,296215_Bldg_B,7.05,,10/01/2015 12:00:00 AM
377939,"4501 West BRAKER LA
AUSTIN, TX 78759
(30.400212, -97.743631)",RETAIL CENTER,377939_001,11.77,,10/01/2015 12:00:00 AM
"248795, 248794, 248793","8704 PUTNAM DR
AUSTIN, TX 78757
(30.367216, -97.720175)",INDUSTRIAL,248794_001,12.99,72,10/01/2015 12:00:00 AM
256625,"11009 METRIC BLVD
AUSTIN, TX 78758
(30.389153, -97.710073)",INDUSTRIAL (W/sqft &gt; 3),256625_001,12.42,,10/01/2015 12:00:00 AM
241420,"1912 W ANDERSON LA
AUSTIN, TX 78757
(30.354091, -97.726676)",RETAIL CENTER,241420_001,13.96,,10/01/2015 12:00:00 AM
232840,"8329 CROSS PARK DR
Austin, TX 78754
(30.335976, -97.673192)",INDUSTRIAL (W/sqft &gt; 3),232840_001,7.06,,10/01/2015 12:00:00 AM
244248,"2620 W ANDERSON LA
AUSTIN, TX 78757
(30.357611, -97.73399)",RETAIL CENTER,244248_001,2.93,,10/01/2015 12:00:00 AM
217764,"3810 MEDICAL PKWY
AUSTIN, TX 78756
(30.306411, -97.743678)",OFFICE MED 10-35,217764_001,12.76,,10/01/2015 12:00:00 AM
759195,"7301 METROPOLIS DR
Austin, TX 78744
(30.206518, -97.699323)",COMPUTER DATA CENTER,759195_Campus,301.61,,10/01/2015 12:00:00 AM
194563,"811 TRINITY ST
Austin, TX 78701
(30.269629, -97.7384)",CONGREGATION FACILITY,194563_002,2.29,,10/01/2015 12:00:00 AM
496365,"4505 SPICEWOOD SPRINGS RD
AUSTIN, TX 78759
(30.374549, -97.759574)",OFFICE MED 10-35,496365_Campus,20.96,,10/01/2015 12:00:00 AM
"724125, 724572","4331 Emma Browning Ave
Austin, TX 78719
(30.187517, -97.663513)",OTHER,724125_001,3.03,,10/01/2015 12:00:00 AM
203902,"2001 UNIVERSITY AVE
AUSTIN, TX 78705
(30.28278, -97.739644)",DORMITORY\RETIREMENT FACILITY,KAP KAP GAM HOUSE,18.89,,10/01/2015 12:00:00 AM
287383,"520 WOODWARD ST
AUSTIN, TX 78704
(30.226496, -97.753614)",DORMITORY\RETIREMENT FACILITY,287383_APT3,2.26,,10/01/2015 12:00:00 AM
208168,"710 W 28 ST
AUSTIN, TX 78705
(30.293456, -97.744659)",DORMITORY\RETIREMENT FACILITY,208168_Campus,13.88,,10/01/2015 12:00:00 AM
248504,"8200 N MOPAC EXPY
AUSTIN, TX 78749
(30.368481, -97.743133)",OFFICE LG &gt; 35000,Park North Portfolio,17.38,,10/01/2015 12:00:00 AM
512899,"220 FOREMOST DR
Austin, TX 78745
(30.178527, -97.780273)",OFFICE MED 10-35,512899_Campus,24.81,,10/01/2015 12:00:00 AM
774271,"710 E BEN WHITE BLVD
Austin, TX 78704
(30.218782, -97.755123)",RETAIL CENTER,774271_001,63.51,62.5,10/01/2015 12:00:00 AM
259417,"12012 PARK THIRTY FIVE CIR
AUSTIN, TX 78753
(30.389939, -97.673672)",OFFICE LG &gt; 35000,259417_Campus,14.83,,10/01/2015 12:00:00 AM
426177,"9210 CAMERON RD
AUSTIN, TX 78754
(30.349004, -97.676647)",INDUSTRIAL,426177_001,18.53,,10/01/2015 12:00:00 AM
473401,"3230 TRAVIS COUNTRY CIR
AUSTIN, TX 78735
(30.255216, -97.844948)",EDUCATIONAL FACILITY,473401_Campus,17.39,67.5,10/01/2015 12:00:00 AM
483322,"7501 E BEN WHITE BLVD
AUSTIN, TX 78741
(30.21702, -97.693924)",MOTEL\HOTEL,483322_Campus,11.06,,10/01/2015 12:00:00 AM
187332,"21 WALLER ST
AUSTIN, TX 78702
(30.253711, -97.735463)",OTHER,187332_001_003,20.46,,10/01/2015 12:00:00 AM
512885,"7900 S CONGRESS AVE
AUSTIN, TX 78745
(30.178928, -97.783399)",WAREHOUSE,512885_Campus,8.63,,10/01/2015 12:00:00 AM
203858,"2025 GUADALUPE ST
AUSTIN, TX 78705
(30.283744, -97.741965)",DORMITORY\RETIREMENT FACILITY,203858_001,18.22,,10/01/2015 12:00:00 AM
477612,"1825 KRAMER LA
AUSTIN, TX 78758
(30.387252, -97.707299)",INDUSTRIAL,477612_003,5.90,,10/01/2015 12:00:00 AM
191943,"211 COMAL ST
AUSTIN, TX 78702
(30.259676, -97.728142)",OFFICE MED 10-35,191943_Campus,17.03,,10/01/2015 12:00:00 AM
188625,"105 W RIVERSIDE DR
AUSTIN, TX 78704
(30.257439, -97.747161)",OFFICE MED 10-35,188625_002,16.23,,10/01/2015 12:00:00 AM
508017,"3200 SPIRIT OF TEXAS DR
Austin, TX 78719
(30.207834, -97.671242)",INDUSTRIAL,508017_001_002,2.95,,10/01/2015 12:00:00 AM
242164,"9601 DESSAU RD
AUSTIN, TX 78754
(30.353525, -97.674206)",INDUSTRIAL,242164_B,8.79,,10/01/2015 12:00:00 AM
221886,"5307 AIRPORT BLVD
AUSTIN, TX 78751
(30.314632, -97.714832)",RETAIL CENTER,221886_001,11.56,,10/01/2015 12:00:00 AM
191692,"500 SAN MARCOS ST
AUSTIN, TX 78702
(30.264479, -97.73283)",RETAIL CENTER,191692_001,14.21,,10/01/2015 12:00:00 AM
461491,"12318 N MOPAC EXPY
AUSTIN, TX 78758
(30.416223, -97.706169)",MINI WAREHOUSE,461491_Campus,4.32,89.5,10/01/2015 12:00:00 AM
106475,"1117 W 5 ST
AUSTIN, TX 78703
(30.271397, -97.757387)",INDUSTRIAL,106475_Campus,0.17,,10/01/2015 12:00:00 AM
767636,"3311 ESPERANZA CROSSING
AUSTIN, TX 78758
(30.400361, -97.725795)",RETAIL CENTER,767636_001,4.44,86.5,10/01/2015 12:00:00 AM
316278,"600 INDUSTRIAL BLVD
AUSTIN, TX 78745
(30.21728, -97.759102)",INDUSTRIAL,316278_Campus,4.58,,10/01/2015 12:00:00 AM
"296215, 296216","4800 SHAW LA
AUSTIN, TX 78744
(30.185951, -97.705245)",OFFICE LG &gt; 35000,296215_Range,7.05,,10/01/2015 12:00:00 AM
189110,"1719 E 2 ST
AUSTIN, TX 78702
(30.258663, -97.726068)",WAREHOUSE,189110_001,3.97,,10/01/2015 12:00:00 AM
230668,"7309 CAMERON RD
AUSTIN, TX 78752
(30.328431, -97.690705)",RETAIL CENTER,230668_Campus,29.27,,10/01/2015 12:00:00 AM
220739,"5936 WESTMINSTER DR
AUSTIN, TX 78723
(30.312194, -97.690769)",RETAIL CENTER,220739_004,12.36,,10/01/2015 12:00:00 AM
188565,"4701 E 5 ST
AUSTIN, TX 78702
(30.253689, -97.702655)",INDUSTRIAL,188565_001,3.12,75,10/01/2015 12:00:00 AM
369294,"9208 WATERFORD CENTRE BLVD
AUSTIN, TX 78758
(30.377548, -97.728786)",INDUSTRIAL,369294_001,11.60,,10/01/2015 12:00:00 AM
455135,"1301 S MOPAC EXPY
AUSTIN, TX 78746
(30.262635, -97.78867)",OFFICE LG &gt; 35000 (W/sqft &gt; 5),455135_001,30.97,98,10/01/2015 12:00:00 AM
285901,"1603 E OLTORF ST
AUSTIN, TX 78741
(30.233436, -97.739818)",MOTEL\HOTEL (W/sqft &gt; 3),285901_001,12.73,36.5,10/01/2015 12:00:00 AM
194309,"301 LAVACA ST
AUSTIN, TX 78701
(30.266169, -97.746157)",RESTAURANT\BAR,194309_001,49.96,,10/01/2015 12:00:00 AM
"739782, 739786, 739785, 739784, 739783","7701 N LAMAR BLVD
Austin, TX 78752
(30.345087, -97.713895)",OFFICE LG &gt; 35000 (W/sqft &gt; 5),739782_001_002,20.86,91,10/01/2015 12:00:00 AM
369296,"9100 WATERFORD CENTRE BLVD
AUSTIN, TX 78758
(30.376621, -97.729814)",MOTEL\HOTEL,369296_001,12.42,39,10/01/2015 12:00:00 AM
135730,"3410 FAR WEST BLVD
AUSTIN, TX 78731
(30.352084, -97.75007)",OFFICE LG &gt; 35000,135730_001,14.17,82,10/01/2015 12:00:00 AM
292475,"4213 TODD LA
AUSTIN, TX 78744
(30.211175, -97.737635)",INDUSTRIAL,292475_005,3.25,,10/01/2015 12:00:00 AM
738527,"4100 JACKSON AVE
AUSTIN, TX 78731
(30.314499, -97.755166)",DORMITORY\RETIREMENT FACILITY,738527_001,25.23,94.5,10/01/2015 12:00:00 AM
475091,"3800 Hudson Bend Rd
Austin, TX 78734
(30.398231, -97.92877)",OFFICE LG &gt; 35000,West Command,6.67,53.5,10/01/2015 12:00:00 AM
202489,"3406 E 17 ST
AUSTIN, TX 78721
(30.281158, -97.697362)",DORMITORY\RETIREMENT FACILITY,202489_Campus,24.00,,10/01/2015 12:00:00 AM
259324,"9827 RESEARCH BLVD
AUSTIN, TX 78759
(30.391032, -97.745232)",RETAIL CENTER,259324_001,18.78,48,10/01/2015 12:00:00 AM
232858,"2400 FORBES DR
AUSTIN, TX 78754
(30.333346, -97.670309)",INDUSTRIAL (W/sqft &gt; 3),232858_Campus,29.63,,10/01/2015 12:00:00 AM
548318,"11921 N MOPAC EXPY
AUSTIN, TX 78759
(30.407566, -97.717443)",OFFICE LG &gt; 35000 (W/sqft &gt; 5),548318_001,106.04,90,10/01/2015 12:00:00 AM
224187,"4601 Pecan Brook Drive
Austin, TX 78724
(30.318479, -97.66094)",RECREATION,224187_001,10.22,60,10/01/2015 12:00:00 AM
310517,"5307 INDUSTRIAL OAKS BLVD
AUSTIN, TX 78735
(30.239533, -97.839938)",INDUSTRIAL (W/sqft &gt; 3),310517_001,23.27,70,10/01/2015 12:00:00 AM
245661,"8000 SHOAL CREEK BLVD
AUSTIN, TX 78757
(30.363856, -97.739657)",RETAIL CENTER,245661_001,19.78,77.5,10/01/2015 12:00:00 AM
767635,"11701 N MOPAC EXPY
AUSTIN, TX 78758
(30.406777, -97.72096)",RETAIL CENTER,767635_C,9.95,86.5,10/01/2015 12:00:00 AM
109593,"900 S CAPITAL OF TEXAS HWY
AUSTIN, TX 78746
(30.28802, -97.82744)",OFFICE LG &gt; 35000 (W/sqft &gt; 5),109593_001,6.69,89,10/01/2015 12:00:00 AM
106493,"1111 W 6TH ST
AUSTIN, TX 78703
(30.272428, -97.756314)",OFFICE LG &gt; 35000,106493_Campus,23.92,56.5,10/01/2015 12:00:00 AM
369295,"9200 WATERFORD CENTRE BLVD
AUSTIN, TX 78758
(30.377371, -97.729377)",INDUSTRIAL,369295_001,5.98,,10/01/2015 12:00:00 AM
214615,"1201 W 38TH ST
AUSTIN, TX 78705
(30.306075, -97.745038)",MEDICAL FACILITY,214615_Garage_East,36.10,,10/01/2015 12:00:00 AM
101881,"700 DAWSON RD
AUSTIN, TX 78704
(30.258078, -97.756282)",CONGREGATION FACILITY,101881_Campus,14.40,,10/01/2015 12:00:00 AM
249847,"8822 MCCANN DR
AUSTIN, TX 78757
(30.372952, -97.729569)",RETAIL CENTER,249847_001,7.05,,10/01/2015 12:00:00 AM
"791851, 774411, 788452, 774337, 774335, 774336, 774334","3314 W BRAKER LA
AUSTIN, TX 78758
(30.394109, -97.729099)",RETAIL CENTER,791851_W,22.43,,10/01/2015 12:00:00 AM
188636,"300 S CONGRESS AVE
AUSTIN, TX 78704
(30.258444, -97.746395)",MOTEL\HOTEL (W/sqft &gt; 3),188636_001,26.25,14,10/01/2015 12:00:00 AM
266769,"12414 ALDERBROOK DR
AUSTIN, TX 78758
(30.415106, -97.697844)",OFFICE MED 10-35,266769_Campus,6.96,,10/01/2015 12:00:00 AM
253978,"9218 RESEARCH BLVD
AUSTIN, TX 78758
(30.377237, -97.735127)",INDUSTRIAL,253978_002,0.96,,10/01/2015 12:00:00 AM
163295,"12007 RESEARCH BLVD
AUSTIN, TX 78759
(30.425333, -97.750555)",OFFICE LG &gt; 35000 (W/sqft &gt; 5),163295_001,16.03,82,10/01/2015 12:00:00 AM
R512237,"9825 SPECTRUM DR
AUSTIN, TX 78717
(30.480763, -97.773944)",OFFICE LG &gt; 35000 (W/sqft &gt; 5),R512237_001,217.31,2,10/01/2015 12:00:00 AM
255083,"2000 CENTIMETER CIR
Austin, TX 78758
(30.381178, -97.713401)",INDUSTRIAL,255083_001,11.80,90,10/01/2015 12:00:00 AM
206872,"900 E 30TH ST
AUSTIN, TX 78705
(30.288851, -97.726169)",MEDICAL FACILITY,206872_003,38.83,,10/01/2015 12:00:00 AM
213576,"2011 E 51 ST
AUSTIN, TX 78722
(30.301458, -97.69338)",CITY OF AUSTIN,213576_001,0.43,,10/01/2015 12:00:00 AM
310013,"3800 S 2ND ST
AUSTIN, TX 78704
(30.228616, -97.771339)",EDUCATIONAL FACILITY,310013_Campus,12.77,66,10/01/2015 12:00:00 AM
256615,"10805 METRIC BLVD
AUSTIN, TX 78758
(30.38795, -97.710744)",WAREHOUSE,256615_Campus,3.74,,10/01/2015 12:00:00 AM
194468,"214 E 6 ST
AUSTIN, TX 78701
(30.267639, -97.741319)",RESTAURANT\BAR,194468_Campus,25.88,,10/01/2015 12:00:00 AM
329247,"8100 BRODIE LA
AUSTIN, TX 78745
(30.202168, -97.838006)",RETAIL CENTER,329247_001,36.10,,10/01/2015 12:00:00 AM
106858,"1214 W 6 ST
AUSTIN, TX 78703
(30.273218, -97.758492)",STORE\GROCERY,106858_001,12.87,,10/01/2015 12:00:00 AM
255887,"9315 NEILS THOMPSON DR
AUSTIN, TX 78758
(30.381219, -97.733567)",INDUSTRIAL (W/sqft &gt; 3),255887_Campus,13.08,,10/01/2015 12:00:00 AM
808406,"3807 SPICEWOOD SPRINGS RD
78759
(30.364373, -97.749813)",OFFICE LG &gt; 35000 (W/sqft &gt; 5),808406_001,24.71,59,10/01/2015 12:00:00 AM
738516,"2101 E ST ELMO RD
AUSTIN, TX 78744
(30.209883, -97.746699)",INDUSTRIAL,738516_Campus,0.78,,10/01/2015 12:00:00 AM
190085,"4708 E 7 ST
AUSTIN, TX 78702
(30.255532, -97.700912)",WAREHOUSE,190085_Campus,3.93,,10/01/2015 12:00:00 AM
551942,"5214 BURLESON RD
AUSTIN, TX 78744
(30.210477, -97.726877)",INDUSTRIAL,551942_003,5.92,,10/01/2015 12:00:00 AM
255063,"10315 METROPOLITAN DR
AUSTIN, TX 78758
(30.383706, -97.717515)",INDUSTRIAL,255063_001,2.01,87,10/01/2015 12:00:00 AM
292475,"4213 TODD LA
AUSTIN, TX 78744
(30.211175, -97.737635)",INDUSTRIAL,292475_002,3.25,,10/01/2015 12:00:00 AM
252822,"9185 RESEARCH BLVD
Austin, TX 78758
(30.376825, -97.732673)",RECREATION,252822_001,12.89,19,10/01/2015 12:00:00 AM
264616,"12221 N MOPAC EXPY
AUSTIN, TX 78758
(30.412351, -97.707908)",MEDICAL FACILITY,264616_001_002_003,35.17,,10/01/2015 12:00:00 AM
250446,"808 KEN ST
AUSTIN, TX 78758
(30.370542, -97.6938)",WAREHOUSE,250446_001,0.68,,10/01/2015 12:00:00 AM
"460885, 460887","9503 RESEARCH BLVD
AUSTIN, TX 78759
(30.386178, -97.742463)",RETAIL CENTER,460885_002,13.13,,10/01/2015 12:00:00 AM
195917,"1165 ANGELINA ST
AUSTIN, TX 78702
(30.270157, -97.724565)",CITY OF AUSTIN,195917_001,12.63,,10/01/2015 12:00:00 AM
287618,"2030 E OLTORF ST
AUSTIN, TX 78741
(30.230386, -97.732368)",RETAIL CENTER,287618_001,34.74,,10/01/2015 12:00:00 AM
236513,"201 E ANDERSON LA
AUSTIN, TX 78752
(30.343497, -97.705054)",WAREHOUSE,236513_002,1.87,,10/01/2015 12:00:00 AM
127931,"5608 PARKCREST DR
AUSTIN, TX 78731
(30.337909, -97.758846)",OFFICE MED 10-35,127931_001,13.67,16,10/01/2015 12:00:00 AM
211343,"2905 SAN GABRIEL ST
AUSTIN, TX 78705
(30.298195, -97.747525)",OFFICE LG &gt; 35000,211343_001,20.90,,10/01/2015 12:00:00 AM
247066,"8990 RESEARCH BLVD
Austin, TX 78758
(30.37104, -97.722631)",INDUSTRIAL,247066_Campus,1.56,,10/01/2015 12:00:00 AM
187750,"5117 E CESAR CHAVEZ ST
AUSTIN, TX 78702
(30.251353, -97.698303)",WAREHOUSE,187750_Campus,1.16,77.7,10/01/2015 12:00:00 AM
135733,"7200 N MOPAC EXPY
AUSTIN, TX 78731
(30.354197, -97.748269)",OFFICE LG &gt; 35000 (W/sqft &gt; 5),135733_001,15.42,75,10/01/2015 12:00:00 AM
372191,"6000 S MOPAC EXPY
AUSTIN, TX 78749
(30.22676, -97.831614)",OFFICE MED 10-35,372191_001,22.99,,10/01/2015 12:00:00 AM
189849,"635 N PLEASANT VALLEY RD
AUSTIN, TX 78702
(30.259532, -97.709749)",INDUSTRIAL,189849_001,20.21,26.5,10/01/2015 12:00:00 AM
377776,"9120 BURNET RD
AUSTIN, TX 78758
(30.375621, -97.725856)",INDUSTRIAL (W/sqft &gt; 3),377776_Campus,18.10,,10/01/2015 12:00:00 AM
194401,"501 CONGRESS AVE
AUSTIN, TX 78701
(30.267127, -97.743147)",OFFICE LG &gt; 35000,194401_001,0.28,,10/01/2015 12:00:00 AM
501516,"9390 RESEARCH BLVD
AUSTIN, TX 78759
(30.384302, -97.743103)",OFFICE LG &gt; 35000,501516_002,16.89,13,10/01/2015 12:00:00 AM
R074962,"12871 RESEARCH BLVD
AUSTIN, TX 78759
(30.436313, -97.77282)",OFFICE MED 10-35,R074962_001,10.10,82,10/01/2015 12:00:00 AM
321730,"7709 BECKETT RD
AUSTIN, TX 78749
(30.217891, -97.861448)",DORMITORY\RETIREMENT FACILITY,321730_Campus,19.21,,10/01/2015 12:00:00 AM
206212,"2411 LONGVIEW ST
AUSTIN, TX 78705
(30.28938, -97.750743)",DORMITORY\RETIREMENT FACILITY,BUTTROSS V INC,14.62,,10/01/2015 12:00:00 AM
296193,"5811 NUCKOLS CROSSING RD
AUSTIN, TX 78744
(30.187282, -97.74263)",CITY OF AUSTIN,296193_002,17.71,,10/01/2015 12:00:00 AM
548323,"11911 BURNET RD
AUSTIN, TX 78758
(30.405386, -97.715754)",BANKING,548323_Campus,56.06,,10/01/2015 12:00:00 AM
"739777, 739778, 739779, 739780, 739781","7703 N LAMAR BLVD
Austin, TX 78752
(30.345204, -97.713786)",OFFICE LG &gt; 35000 (W/sqft &gt; 5),739777_739778_739779_739780_739781_Campus,25.04,,10/01/2015 12:00:00 AM
291768,"4211 FREIDRICH LA
AUSTIN, TX 78744
(30.211634, -97.748613)",INDUSTRIAL,291768_C,25.36,77,10/01/2015 12:00:00 AM
208197,"2807 RIO GRANDE ST
Austin, TX 78705
(30.29395, -97.744094)",DORMITORY\RETIREMENT FACILITY,208197_001,16.74,,10/01/2015 12:00:00 AM
505625,"1120 W HOWARD LA
AUSTIN, TX 78753
(30.423988, -97.670068)",OTHER,505625_001,2.57,,10/01/2015 12:00:00 AM
"548014, 548020","11525 STONEHOLLOW DR
AUSTIN, TX 78758
(30.395614, -97.708832)",INDUSTRIAL (W/sqft &gt; 3),548020_001,16.58,57,10/01/2015 12:00:00 AM
187333,"15 WALLER ST
AUSTIN, TX 78702
(30.252458, -97.735484)",CITY OF AUSTIN,187333_001,0.01,,10/01/2015 12:00:00 AM
302281,"1800 S 5 ST
AUSTIN, TX 78704
(30.249238, -97.761497)",OFFICE MED 10-35,302281_001,14.92,,10/01/2015 12:00:00 AM
423563,"4807 SPICEWOOD SPRINGS RD
Austin, TX 78759
(30.379496, -97.76518)",OFFICE LG &gt; 35000,423563_001,19.02,,10/01/2015 12:00:00 AM
105437,"617 W 5 ST
Austin, TX 78701
(30.268755, -97.748931)",OFFICE MED 10-35,105437_Campus,19.77,,10/01/2015 12:00:00 AM
821519,"8115 A ALTOGA DR
AUSTIN, TX 78724
(30.323306, -97.654099)",WAREHOUSE (W/sqft &gt; 5),426014_002,16.34,,10/01/2015 12:00:00 AM
259418,"12015 PARK THIRTY-FIVE CIR
Austin, TX 78753
(30.390075, -97.673609)",OFFICE LG &gt; 35000,259418_001,14.08,,10/01/2015 12:00:00 AM
291455,"2021 WOODWARD ST
Austin, TX 78741
(30.217515, -97.743905)",INDUSTRIAL,291455_001,8.58,,10/01/2015 12:00:00 AM
242164,"9601 DESSAU RD
AUSTIN, TX 78754
(30.353525, -97.674206)",INDUSTRIAL,242164_A,8.79,,10/01/2015 12:00:00 AM
"361689, 361692, 361704, 361706","1300 E ANDERSON LA
AUSTIN, TX 78752
(30.334378, -97.689477)",INDUSTRIAL (W/sqft &gt; 3),361706_001,14.71,,10/01/2015 12:00:00 AM
310021,"706 W BEN WHITE BLVD
AUSTIN, TX 78704
(30.227682, -97.770969)",OFFICE LG &gt; 35000,310021_001,7.84,98.5,10/01/2015 12:00:00 AM
315619,"3910 WAREHOUSE ROW
AUSTIN, TX 78704
(30.22148, -97.757624)",WAREHOUSE,315619_001,2.94,26,10/01/2015 12:00:00 AM
219427,"4700 LOYOLA LA
AUSTIN, TX 78723
(30.30945, -97.666643)",RETAIL CENTER,219427_Campus,9.88,,10/01/2015 12:00:00 AM
811584,"12319 N Mopac
Austin, TX 78758
(30.415631, -97.705394)",OFFICE LG &gt; 35000,Plaza North,21.39,,10/01/2015 12:00:00 AM
127933,"5508 PARKCREST DR
AUSTIN, TX 78731
(30.337, -97.758699)",OFFICE LG &gt; 35000,127933_001,17.78,,10/01/2015 12:00:00 AM
194393,"900 CONGRESS AVE
AUSTIN, TX 78701
(30.271065, -97.741693)",OFFICE LG &gt; 35000 (W/sqft &gt; 5),194393_Campus,18.89,,10/01/2015 12:00:00 AM
232886,"9001 TUSCANY WAY
AUSTIN, TX 78754
(30.335904, -97.657287)",INDUSTRIAL (W/sqft &gt; 3),232886_001,25.42,35,10/01/2015 12:00:00 AM
313603,"3922 WOODBURY DR
AUSTIN, TX 78704
(30.222814, -97.761103)",WAREHOUSE,313603_001,4.94,,10/01/2015 12:00:00 AM
192820,"301 CONGRESS AVE
AUSTIN, TX 78701
(30.265358, -97.743798)",OFFICE LG &gt; 35000,192820_001,22.60,85.5,10/01/2015 12:00:00 AM
249163,"9616 N LAMAR BLVD
AUSTIN, TX 78753
(30.365822, -97.695459)",RETAIL CENTER,249163_003,19.78,,10/01/2015 12:00:00 AM
260122,"2412 KRAMER LA
AUSTIN, TX 78758
(30.393154, -97.716033)",CITY OF AUSTIN,260122_002,6.11,,10/01/2015 12:00:00 AM
505679,"3107 OAK CREEK DR
Austin, TX 78727
(30.426444, -97.70353)",OFFICE LG &gt; 35000 (W/sqft &gt; 5),505679_001,31.41,,10/01/2015 12:00:00 AM
190114,"777 SHADY LA
AUSTIN, TX 78702
(30.255678, -97.69605)",INDUSTRIAL,190114_001,3.18,,10/01/2015 12:00:00 AM
206319,"2500 RIO GRANDE ST
AUSTIN, TX 78705
(30.289667, -97.744481)",DORMITORY\RETIREMENT FACILITY,OMEGA BUILDING CO,16.70,,10/01/2015 12:00:00 AM
313599,"3814 WOODBURY DR
AUSTIN, TX 78704
(30.223805, -97.760403)",INDUSTRIAL,313599_001,3.41,68,10/01/2015 12:00:00 AM
"727384, 727386, 727387, 727388","204 W POWELL LN
Austin, TX 78753
(30.348087, -97.704343)",WAREHOUSE,727388_001,4.50,,10/01/2015 12:00:00 AM
732316,"9500 S INTERSTATE
Austin, TX 78748
(30.162196, -97.789107)",RETAIL CENTER,732316_001,15.92,20.5,10/01/2015 12:00:00 AM
259326,"10001 RESEARCH BLVD
AUSTIN, TX 78759
(30.392144, -97.745785)",RETAIL CENTER,259326_001,25.58,,10/01/2015 12:00:00 AM
192563,"979 SPRINGDALE RD
AUSTIN, TX 78702
(30.263897, -97.696617)",INDUSTRIAL,192563_003,9.93,,10/01/2015 12:00:00 AM
