Building ID,MapLot,Year Added,2016 Report Received,Report Type,Buildings Included,Assessor Address,Address Point GIS,Property Type,Primary Property Type - Self Selected,Year Built,Property GFA - Self Reported (ft2),Grantee,Co_grantee,ENERGY STAR Score,Electricity Use - Grid Purchase (kWh),Electricity Use - Grid Purchase (kBtu),Natural Gas Use (therms),Natural Gas Use (kBtu),Fuel Oil #1 Use (kBtu),Fuel Oil #2 Use (kBtu),Fuel Oil #4 Use (kBtu),Fuel Oil #5 & 6 Use (kBtu),Diesel #2 Use (kBtu),Kerosene Use (kBtu),District Chilled Water Use (kBtu),District Steam Use (kBtu),Electricity Use - Generated From Onsite Renewable Systems (kWh),Site Energy Use (kBtu),Weather Normalized Site Energy Use (kBtu),Site EUI (kBtu/ft2),Weather Normalized Site EUI (kBtu/ft2),Source Energy Use (kBtu),Weather Normalized Source Energy Use (kBtu),Source EUI (kBtu/ft2),Weather Normalized Source EUI (kBtu/ft2),Total GHG Emissions (Metric Tons CO2e),Total GHG Emissions Intensity (kgCO2e/ft2),Water Use (All Water Sources) (kgal),Indoor Water Intensity (All Water Sources) (gal/ft2)
245-56,257-47,2015,Yes,Child,"245-11, 245-16, 245-2, 245-26, 245-27, 245-28, 245-29, 245-3, 245-30, 245-31, 245-32, 245-33, 245-34, 245-35, 245-36, 245-37, 245-38, 245-39, 245-4, 245-40, 245-41, 245-42, 245-43, 245-44, 245-45, 245-46, 245-47, 245-48, 245-5, 245-50, 245-51, 245-52, 245-53, 245-54, 245-55, 245-56, 245-57, 245-58, 245-59, 245-6, 245-60, 245-61, 245-62, 245-63, 245-64, 245-65, 245-66, 245-8, 245-9",676-694 Huron Ave,"24 Fresh Pond Pl
Cambridge, MA
(42.38016287200003, -71.15328397399998)",Residential,Multifamily Housing,1979,57875,"Gamble, Lincoln Bradley",Trustees of Condominium Assn.,100,87532,298659.4,4420.745982,442074.6,,,,,,,,,,740734,739664.1,12.8,12.8,1401968.7,1400392.5,24.2,24.2,52.4,0.9,87.5,
318-22,159-1,2015,Yes,Single,,1341 Massachusetts Ave,"1341 Massachusetts Ave
Cambridge, MA
(42.37319715800004, -71.11807889199997)",Residential,Residence Hall/Dormitory,1871,43118,President & Fellows Of Harvard College,"C/O Harvard Real Estate, Inc.",72,296721.1,1012412.7,3033.932107,303393.2,,,,,,,,1776235.2,,3092041.1,3060075.6,71.7,71,5634422.6,5595966.8,130.7,129.8,232,5.4,4159.8,20.6
372-1,112-23,2015,Yes,Single,,395 Broadway,"395 Broadway
Cambridge, MA
(42.37164569600003, -71.10683005599998)",Residential,Multifamily Housing,1973,30594,"James, Mary L.",Trustees of Condominium Assn.,1,306868,1047033.7,42687.99793,4268799.8,,,,,,,,,,5315833.5,5293201.8,173.8,173,7769925.5,7720313.3,254,252.3,328,10.7,1635.7,53.47
718-4,100-68,2015,No,Child,"718-3, 718-4",767 Memorial Dr,"777 Memorial Dr
Cambridge, MA
(42.358745568000074, -71.11553426199998)",Nonresidential,Hotel,1965,138000,Cmc9 Owner LLC,,,,,,,,,,,,,,,,,,,,,,,,,,,
319-8,169-4,2016,No,Single,,19 Farwell Pl,"0 Garden St
Cambridge, MA
(42.38198304900004, -71.12663404399996)",Nonresidential,,,,Christ Church Of Cambridge,C/O Treasurer,,,,,,,,,,,,,,,,,,,,,,,,,,
261-3,216-34,2015,Yes,Single,,24-26 Concord Avenue,"24 Concord Ave
Cambridge, MA
(42.37925430000007, -71.12544479499996)",Residential,Multifamily Housing,1890,56320,"Leeder, Earle & Judith Leeder, Trs.",C/O Leeder Mgmt Co.,68,234379,799701.2,48523.64537,4852364.5,,,,,,,,,,5652065.7,5574306.9,100.4,99,7606044.4,7485636.3,135.1,132.9,335.1,5.9,2788.2,
687-4,69-182,2015,Yes,Single,,65 Landsdowne St,"65 Landsdowne St
Cambridge, MA
(42.360385474000054, -71.10072149399997)",Nonresidential,Other,2001,122410,Massachusetts Institute Of Technology,Office Of The Treasurer,,6552253.1,22356290.2,,,,,,,,,,,,22356290.2,22062199,182.6,180.2,70198751.1,69275304.8,573.5,565.9,2162.9,17.7,5108.6,38.78
552-8,12-17,2015,Yes,Single,,75-83 Cambridge Pkwy,"83 Cambridge Pkwy
Cambridge, MA
(42.36446134600004, -71.07670333999994)",Residential,Multifamily Housing,1989,400000,Esplanade Condo Assoc,,,2911531.7,9934147.2,235906.0354,23590603.5,,,,,,,,,,33524750.8,33484400.2,83.8,83.7,55963356.1,55920988,139.9,139.8,2214.1,5.5,8116.4,
288-12,217-18,2015,Yes,Child,"288-13, 280-4, 280-7, 288-2, 288-3, 288-8, 288-9, 288-10, 288-11, 288-12, 288-13, 288-14, 288-15",99 Brattle St,"101 Brattle St
Cambridge, MA
(42.37630666500007, -71.12583408299997)",Residential,College/University,1924,210512,Episcopal Divinity School,,,966800.9,3298724.9,58306.9965809,5830699.7,,,,,,,,,,9129424.6,9070319.9,43.4,43.1,16480231,16418171,78.3,78,628.8,3,2584.5,12.28
106-69,203B-66,2015,Yes,Child,"106-6, 106-65, 106-5, 106-66, 106-67, 106-16, 106-68, 106-4, 106-69, 106-70, 106-14, 106-63, 106-7, 106-64",102 Sherman Street,"12 Walden Square Rd
Cambridge, MA
(42.38937617600004, -71.13220244799999)",Residential,Multifamily Housing,1974,156003,WSQ Limited Partnership,"C/O Winn Residential, Attn: Li Sosna",63,689338.9,2352024.7,180331.1118,18033111.2,,,,,,,,,,20385135.8,19805880,130.7,127,26320124.2,25711905.5,168.7,164.8,1345,8.6,12937.6,
214-37,156-24,2016,Yes,Parent,"214-37, 214-26",1663 Massachusetts Ave,"3 Wendell St
Cambridge, MA
(42.38175670100003, -71.11966957499999)",Nonresidential,Residence Hall/Dormitory,2009,7226,Lesley College, ,,,,,,,,,,,,,,,,,,,,,,,,,,
642-10,104-133,2016,No,Single,,55 Magazine St,"55 Magazine St
Cambridge, MA
(42.362472945000036, -71.10741981599995)",Residential,,,,"Kensington Chambers Llc,", ,,,,,,,,,,,,,,,,,,,,,,,,,,
8-6,184-197,2015,Yes,Parent,"8-6, 8-9",35-55 Clarendon Ave,"30 Churchill Ave
Cambridge, MA
(42.40055550900007, -71.13231292299997)",Residential,Multifamily Housing,1973,128927,Cambridge Housing Authority,,28,1122812.9,3831038.1,83055.99936,8305599.9,,,,,,,,,52527,12315860.2,12194476.4,95.5,94.6,20929561.7,20701665.6,162.3,160.6,829.1,6.4,9226.5,68.45
437-13,161-58,2015,Yes,Parent,"437-13, 437-12",962 Memorial Dr,"101 Dunster St
Cambridge, MA
(42.37044286500003, -71.12052041499999)",Residential,Residence Hall/Dormitory,1931,215930,President & Fellows Of Harvard College,"C/O Harvard Real Estate, Inc.",,1188653.6,4055686.6,11722.00055,1172200.1,,,,,,,,11052999.4,,16280886,,75.4,,27262878.3,,126.3,,1188.5,5.5,5745,
241-3,144-1,2015,Yes,Single,,2 Oxford St,"2 Oxford St
Cambridge, MA
(42.37633463800006, -71.11562750399997)",Nonresidential,Office,2001,94386,President & Fellows Of Harvard College,"C/O Harvard Real Estate, Inc.",,1167546.8,3983670.3,,,,,,,,,2821012.9,4985115.6,,11789798.8,11568646,124.9,122.6,21327036.6,21087003.7,226,223.4,865.1,9.2,2609.2,
59-30,268B-42,2015,Yes,Single,,400 Rindge Avenue,"362 Rindge Ave
Cambridge, MA
(42.393858143000045, -71.13842738699998)",Residential,Multifamily Housing,1972,249723,Rindge Associates,"C/O Federal Management Co., Inc.",80,1097429.8,3744431,168376.0231,16837602.3,,,,,,,,,,20582033.3,20354210.9,82.4,81.5,29436995.8,28721633.3,117.9,115,1256.6,5,15647,62.66
366-18,135-123,2015,Yes,Single,,10 Ware St,"10 Ware St
Cambridge, MA
(42.371974376000026, -71.11332907199994)",Nonresidential,Office,1933,90277,New England Telephone & Telegraph Co.,State And Local Taxes,1,5117135.4,17459668.1,38150.99836,3815099.8,,,,,,,,,,21274767.9,21197545.8,235.7,234.8,58829212.7,58748129.4,651.7,650.8,1891.8,21,2084,23.08
380-6,165-34,2016,No,Single,,110 Mt Auburn St,"110 Mt Auburn St
Cambridge, MA
(42.372942935000026, -71.12188758599996)",Nonresidential,,,,President & Fellows Of Harvard College,C/O Harvard Real Estate Inc.,,,,,,,,,,,,,,,,,,,,,,,,,,
747-8,62-36,2015,Yes,Single,,Audrey St.,"550 Memorial Dr
Cambridge, MA
(42.35416618600004, -71.10238004799999)",Nonresidential,College/University,1973,152315,Massachusetts Institute Of Technology,C/O Office Of The Treasurer,,1009228.8,3443489.2,1778.000045,177800,,,,,,,,10034375.6,,13655664.8,,89.7,,23071012.3,,151.5,,1008.9,6.6,7340.6,
321-2,167-97,2015,Yes,Single,,76-84 Brattle St,"86 Brattle St
Cambridge, MA
(42.37582296800008, -71.12423963299995)",Residential,Residence Hall/Dormitory,1959,73371,President & Fellows Of Harvard College,"C/O Harvard Real Estate, Inc.",47,737761.7,2517243.4,51573.35133,5157335.1,,,,,,,,,,7674578.5,7646061.4,104.6,104.2,13319346.1,13257108.7,181.5,180.7,517.5,7.1,1861.7,
120-40,177-55,2015,Yes,Parent,"120-40, 120-6, 120-8",1-7 Arlington St,"5 Arlington St
Cambridge, MA
(42.38651674000005, -71.11973367999997)",Residential,Multifamily Housing,1920,107675,"Mcfarland, Dennis & Michelle B Simons,","Kinder, Peter",100,323520,1103850.2,1804.000009,180400,,,,,,,,,,1284250.2,1284250.2,11.9,11.9,3655509.7,3655509.7,33.9,33.9,116.4,1.1,2636.5,24.49
681-6,128-30,2015,Yes,Parent,"681-6, 681-16",808 Memorial Dr,"808 Memorial Dr
Cambridge, MA
(42.36092511600003, -71.11586410799998)",Residential,Multifamily Housing,1969,148317,808 Memorial Drive Association,C/O Homeowner Rehab,47,1335791.7,4557721.8,63780.15511,6378015.5,,,,,,,,,,10935737.4,10923663.4,73.7,73.7,21008162.9,20995485.2,141.6,141.6,779.7,5.3,5761,38.84
672-1,48-129,2015,Yes,Single,,40 Ames St,"40 Ames St
Cambridge, MA
(42.36086684000003, -71.08811158399993)",Nonresidential,College/University,1975,83518,Massachusetts Institute Of Technology,C/O Office Of The Treasurer,,1959663.6,6686373,,,,,,,,,3182759.8,14337550.4,,24206683.2,,289.8,,41426633.3,,496,,1766.6,21.2,7196.3,
267-16,255-100,2015,Yes,Child,"267-10, 267-13, 267-12, 267-56, 267-50, 267-44, 267-32, 267-37, 267-35, 267-30, 267-28, 267-27, 267-24, 267-17, 267-16, 267-14, 267-31, 267-21, 267-43, 267-34, 267-18, 267-19, 267-19, 267-15, 267-10",18 Cushing Court,"60-6 Lawn St
Cambridge, MA
(42.37795233200006, -71.15400233099996)",Residential,Multifamily Housing,1953,200633,Cambridge Housing Authority,,65,683629.9,2332545.6,155696.00071,15569600.1,,,,,,,,,,17902145.6,17854161.9,89.2,89,23672273.1,23596227.8,118,117.6,1052.6,5.2,17212.7,71.21
668-7,52A-21,2015,Yes,Single,,33 Massachusetts Ave,"77 Massachusetts Ave
Cambridge, MA
(42.358964652000054, -71.09347506199998)",Nonresidential,College/University,1938,100553,Massachusetts Institute Of Technology,C/O Office Of The Treasurer,,1748691,5966534.6,8.99999845,900,,,,,,,4600930.8,18633563.9,,29201929.3,,290.4,,45753737.5,,455,,2057,20.5,1054,
345-5,169-98,2015,Yes,Parent,"345-5, 345-13",50-52 Church St,"50 Church St
Cambridge, MA
(42.37422269100006, -71.12078965299997)",Nonresidential,Mixed Use Property,1979,96605,"Clarke, Jeannette E, Bradlee F Clarke,Jr",Sarah C. Pfaffenberger,,1018255.3,3474287.4,,,,,,,,,,,,3474287.4,3382501.2,36,35,10909262.3,10621053.9,112.9,109.9,336.1,3.5,4421.9,45.77
57-12,182-86,2015,No,Single,,15 Chester Street,"9 Chester St
Cambridge, MA
(42.393473811000035, -71.12463707999996)",Residential,,,,"Nostalgia Properties, LLC",C/O Nostalgia Properties Llc,,,,,,,,,,,,,,,,,,,,,,,,,,
120-6,177-55,2015,Yes,Child,"120-40, 120-6, 120-8",1-7 Arlington St,"1812 Massachusetts Ave
Cambridge, MA
(42.38692933900006, -71.11919753399997)",Residential,Multifamily Housing,1920,107675,"Mcfarland, Dennis & Michelle B Simons,","Kinder, Peter",100,323520,1103850.2,1804.000009,180400,,,,,,,,,,1284250.2,1284250.2,11.9,11.9,3655509.7,3655509.7,33.9,33.9,116.4,1.1,2636.5,24.49
460-1,1A-109,2015,Yes,Single,"409-7, 460-2",10 Museum Way,"12 Museum Way
Cambridge, MA
(42.37031115900004, -71.07093394799995)",Residential,Multifamily Housing,1998,525000,"Regatta Riverview, LLC",C/O Ing Clarion,81,4180121.7,14262576.8,136969.021919,13696902.2,,,,,,,,,,27959479,27404631.8,53.3,52.2,59166238.5,58221948.2,112.7,110.9,2107.3,4,14373,27.38
357-7,160-59,2016,Yes,Single,,21 Dunster St,"15 Dunster St
Cambridge, MA
(42.37290563800008, -71.11902037299996)",Nonresidential,Office,1898,30384,Dana Chambers Alliance, ,,,,,,,,,,,,,,,,,,,,,,,,,,
241-47,144-1,2015,Yes,Single,,2 Oxford St,"22 Divinity Ave
Cambridge, MA
(42.37856306100008, -71.11448632899999)",Nonresidential,Laboratory,1963,47237,President & Fellows Of Harvard College,"C/O Harvard Real Estate, Inc.",,1571315.7,5361330,9789.02449189,978902.4,,,,,,,4663369.2,4298507.5,,15302109.1,15080378.8,323.9,319.2,27697074.1,27466166.1,586.3,581.5,1101.9,23.3,173.7,
560-23,130-144,2015,Yes,Child,"438-6, 438-8, 438-1, 438-7, 438-11",900 Memorial Dr,"11 Peabody Ter
Cambridge, MA
(42.36622099200008, -71.11370119699995)",Residential,Multifamily Housing,1964,489826,President & Fellows Of Harvard College,"C/O Harvard Real Estate, Inc.",61,2386143.3,8141522.1,4041.2884056,404128.8,,,,,,,,30334487.2,,38880138.2,,79.4,,62482349.4,,127.6,,2823.3,5.8,22951.4,46.86
680-2,47-85,2015,Yes,Single,,84 Wadsworth St,"60 Wadsworth St
Cambridge, MA
(42.36138433700006, -71.08429446099996)",Nonresidential,College/University,1967,172359,Massachusetts Institute Of Technology,C/O Office Of The Treasurer,,1211254.3,4132800.1,,,,,,,,,,11354938.3,,15487738.4,,89.9,,26637449.7,,154.5,,1153.8,6.7,10321.6,
658-1,71-56,2015,Yes,Single,,700 Main St,"700 Main St
Cambridge, MA
(42.36304172600006, -71.09472249199996)",Nonresidential,Laboratory,1998,169032,"MIT 650 Main Street, LLC",C/O MIT Investment Management Comp.,,10188591.9,34763479.9,405690.96029,40569096,,,,,,,,,,75332576,74304569.3,445.7,439.6,151754877.8,149197968.1,897.8,882.7,5518,32.6,8068.3,
461-13,18-47,2015,Yes,Child,"461-14, 461-9, 461-10, 461-11, 461-12, 461-13, 461-15",1 First St,"20 Second St
Cambridge, MA
(42.37096152700008, -71.07853439399997)",Residential,Multifamily Housing,2004,291742,"First Street Venture, L.L.C.,","C/O Leggat Mccall Properties Llc,",100,362014,1235191.8,26050.743788,2605074.4,,,,,,,,,,3840266.2,3674026.9,13.2,12.6,6613830.4,6395825.7,22.7,21.9,257.9,0.9,8076.3,
289-47,142-45,2015,Yes,Single,,28 Irving St,"28-B Irving St
Cambridge, MA
(42.37592685900006, -71.11087176899997)",Residential,Multifamily Housing,1926,66293,President & Fellows Of Harvard College,"C/O Harvard Real Estate, Inc.",78,344810.3,1176492.8,27914.263695,2791426.4,,,,,,,,,,3967919.2,3952257.4,59.9,59.6,6625185.1,6591069.7,99.9,99.4,262.1,4,2660.5,
620-79,13-23,2015,Yes,Single,,1 Main St,"1 Main St
Cambridge, MA
(42.36197642800005, -71.08009853999994)",Nonresidential,Office,1986,341830,Rreef America Reit Ii Corp.,,78,6452182.7,22014850,29469.7884974,2946978.8,,,,,,,,,,24961828.9,24318328.5,73,71.1,72220956.9,70506471.9,211.3,206.3,2286.4,6.7,4624.2,13.53
405-20,162-61,2015,Yes,Single,,35 Holyoke St,"39 Holyoke St
Cambridge, MA
(42.371455714000035, -71.11890032299993)",Nonresidential,Fitness Center/Health Club/Gym,1930,152485,President & Fellows Of Harvard College,"C/O Harvard Real Estate, Inc.",,627415.8,2140743,44658.257739,4465825.8,,,,,,,,6434517.8,,13041086.6,12984326,85.5,85.2,19152039.6,19015721.4,125.6,124.7,871.6,5.7,2072,
539-20,119-92,2016,No,Single,,844 Massachusetts Ave,"838 Massachusetts Ave
Cambridge, MA
(42.367255130000046, -71.10681606999998)",Nonresidential,,,,St. Peters Episcopal Church, ,,,,,,,,,,,,,,,,,,,,,,,,,,
493-11,116-117,2015,Yes,Single,,955 Massachusetts Ave,"955 Massachusetts Ave
Cambridge, MA
(42.36892534000003, -71.11000030799994)",Nonresidential,Office,1970,101171,Brickman 955 Massachusetts LLC,,47,1654942.3,5646663.7,52312.00315,5231200.3,,,,,,,,,,10877864.1,10775081.4,107.5,106.5,23223284.5,23115362.7,229.5,228.5,824.1,8.1,1763.9,
614-7,29-34,2015,Yes,Single,,303 Third St,"303 Third St
Cambridge, MA
(42.36445668400006, -71.08313009299997)",Residential,Multifamily Housing,2009,280484,303 Third Spe LLC,C/O Eqr-R.E. Tax Department,44,2990921.6,10205025.6,89523.99532,8952399.5,,,,,,,,,,19157425.2,18879649.4,68.3,67.3,41443800,40835052.5,147.8,145.6,1462.8,5.2,8314.2,
233-26,215-19,2015,Yes,Single,,29 Concord Ave,"29 Concord Ave
Cambridge, MA
(42.37952470400006, -71.12582592499996)",Residential,Multifamily Housing,1979,79017,Sopar Realty Trust,,83,351175,1198209.1,49545.999164,4954599.9,,,,,,,,,,6152809,6140609.6,77.9,77.7,8964706.4,8951897.1,113.5,113.3,379.1,4.8,2172.2,27.49
397-7,80-175,2016,No,Single,,910-950 Cambridge St,"950 Cambridge St
Cambridge, MA
(42.37265155100005, -71.09256392299994)",Nonresidential,,,,Vinfen Corporation, ,,,,,,,,,,,,,,,,,,,,,,,,,,
241-1,144-1,2015,Yes,Parent,"241-1, 241-25",2 Oxford St,"60 Oxford St
Cambridge, MA
(42.38078863700008, -71.11635157399996)",Nonresidential,College/University,1971,28603,President & Fellows Of Harvard College,"C/O Harvard Real Estate, Inc.",,233749.2,797552.2,2151.8500745,215185,,,,,,,606583.5,701688,,2321008.7,2292148.1,81.1,80.1,4181001.2,4148967.4,146.2,145.1,167.1,5.8,155.7,
288-3,217-18,2015,Yes,Child,"288-13, 280-4, 280-7, 288-2, 288-3, 288-8, 288-9, 288-10, 288-11, 288-12, 288-13, 288-14, 288-15",99 Brattle St,"6 St Johns Rd
Cambridge, MA
(42.37733233500006, -71.12558698999999)",Residential,College/University,1924,210512,Episcopal Divinity School,,,966800.9,3298724.9,58306.9965809,5830699.7,,,,,,,,,,9129424.6,9070319.9,43.4,43.1,16480231,16418171,78.3,78,628.8,3,2584.5,12.28
59-37,268A-32,2015,Yes,Child,"59-16, 59-27, 59-25, 59-22, 59-19, 59-42 ,59-40, 59-39, 59-38, 59-37, 59-36, 59-31, 59-28",324 Rindge Ave,"60 Jackson Cir
Cambridge, MA
(42.39208574200006, -71.13585283899994)",Residential,Multifamily Housing,1952,207765,Cambridge Housing Authority,,63,1111397.9,3792090,125225.0028,12522500.3,,,,,,,,,93191,16632557.9,16594658.7,80.1,79.9,25373755.5,25334596.6,122.1,121.9,1062.8,5.1,16211.8,68.57
76-4,267F-392,2015,Yes,Child,"76-2, 76-4",80-90 Fawcett Street,"90 Fawcett St
Cambridge, MA
(42.39208099800004, -71.14612369399998)",Residential,Multifamily Housing,2013,282578,"Ona Ii Cambridge, LLC",,34,3581250.7,12219228.9,144293.4996562,14429350,,,,,,,,,,26648578.800000001,26648578.800000001,94.3,94.3,53519196.100000001,53519196.100000001,189.4,189.4,1948.6,6.9,7225,
106-47,203B-57,2015,Yes,Single,,66 Sherman Street,"66 Sherman St
Cambridge, MA
(42.38715778400007, -71.13157317099996)",Residential,Senior Care Community,1996,60327,CJK Sherman Limited Partnership,C/O CWA,20,738329.9,2519182,29412.50884,2941250.9,,,,,,,,,,5460432.9,5427334.4,90.5,90,10998544.9,10908285.8,182.3,180.8,399.9,6.6,111280.5,
318-14,159-1,2015,Yes,Single,,1341 Massachusetts Ave,"29 Harvard Yard
Cambridge, MA
(42.374621336000075, -71.11866456599995)",Nonresidential,College/University,1766,22986,President & Fellows Of Harvard College,"C/O Harvard Real Estate, Inc.",,120629,411586.3,,,,,,,,,324588,1053733.5,,1789907.8,1764873.5,77.9,76.8,2884653.6,2858304.2,125.5,124.3,126.9,5.5,109,4.74
591-23,30-41,2015,Yes,Single,,300 Binney St,"300 Binney St
Cambridge, MA
(42.36625160500006, -71.08752415499998)",Nonresidential,Office,2013,204215,BP Seventeen Cambridge Center Llc.,"C/O Boston Properties, Inc.",97,2123896.6,7246736.2,,,,,,,,,,,,7246736.2,7186322.6,35.5,35.2,22754751.6,22565052.9,111.4,110.5,701.1,3.4,2408.7,11.8
687-3,69-173,2015,Yes,Single,,64 Sidney St,"64 Sidney St
Cambridge, MA
(42.36133655000003, -71.10138001999997)",Nonresidential,Laboratory,1980,126000,Massachusetts Institute Of Technology,Office Of The Treasurer,,4991783.3,17031966.8,102736.9959,10273699.6,,,,,,,,,,27305666.4,26878493.1,216.7,213.3,64267760.3,63387235.8,510.1,503.1,2193.4,17.4,6.9,
428-7,115-96,2016,Yes,Parent,"428-7, 428-6, 428-2",1-6 Crawford St,"1 Crawford St
Cambridge, MA
(42.37097784500003, -71.10729743499996)",Residential,Multifamily Housing,1925,35964,"Carretta, Ruth Anne", ,100,254735,869155.8,,,,,,,,,,,,2812468.8,2765917.6,78.2,76.900000000000006,3119322.1,3068010.2,86.7,85.3,190.7,5.3,1800.9,
466-11,116-23,2015,No,Single,,334 Harvard Street,"334 Harvard St
Cambridge, MA
(42.37050230700004, -71.10862847399994)",Residential,Multifamily Housing,1964,,334 Harvard St. LLC,,,,,,,,,,,,,,,,,,,,,,,,,,,
449-10,34-138,2016,Yes,Single,,17 Eighth St,"25 Eighth St
Cambridge, MA
(42.37071793100006, -71.08642622299993)",Residential,Multifamily Housing,1970,40144,Cambridge Housing Authority, ,,,,,,,,,,,,,,,,,,,,,,,,,,
398-2,165-55,2015,No,Single,,14 University Rd,"20 University Rd
Cambridge, MA
(42.372376485000075, -71.12383053099995)",Nonresidential,,,,"Friedman, Richard L., John L. Hall III",C/O Carpenter & Company,,,,,,,,,,,,,,,,,,,,,,,,,,
681-15,128-71,2015,Yes,Single,,784 Memorial Dr,"780 Memorial Dr
Cambridge, MA
(42.359018855000045, -71.11557918199998)",Nonresidential,Mixed Use Property,2002,51000,MIT 770/784/790 Memorial LLC,"C/O Are Equities, Inc",,3488696.4,11903433.7,112847.0062,11284700.6,,,,,27048,,,,,23215182.3,,482.5,,49253035.8,,1023.6,,1753,36.4,1844.2,20.27
243-19,157-51,2015,Yes,Single,,15 Everett Street,"15 Everett St
Cambridge, MA
(42.37994662700004, -71.11847956499997)",Residential,Multifamily Housing,1937,77455,President & Fellows Of Harvard College,C/O Harvard Real Estate Inc.,98,211409.5,721329.4,27450.420865,2745042.1,,,,,,,,,,3466371.5,3423570,44.8,44.2,5147268.4,5102326.9,66.5,65.9,215.6,2.8,2074.2,26.78
592-11,105-81,2016,No,Single,,706 Massachusetts Ave,"684 Massachusetts Ave
Cambridge, MA
(42.36580404100005, -71.10443604999995)",Nonresidential,,,,Central Property Limited Partnership,C/O Riverside Management,,,,,,,,,,,,,,,,,,,,,,,,,,
364-56,114-130,2015,Yes,Single,,359 Broadway,"359 Broadway
Cambridge, MA
(42.37060603900005, -71.10419944599994)",Municipal,K-12 School,1930,74621,City Of Cambridge,,84,310839.5,1060584.4,30766.917898,3076691.8,,,,,,,,,,4137276.2,4047638.9,55.4,54.2,6560761.4,6465364.1,87.9,86.6,266,3.6,,
643-5,44-99,2015,Yes,Single,,3 Cambridge Ctr,"325 Main St
Cambridge, MA
(42.36252297900006, -71.08674375699997)",Nonresidential,Office,1987,70834,"Zuckerman, Mortimer B., Edward H. Linde","& David Barrett, Trs. Of Three Cambridge",40,1488755.9,5079635.8,15306.0001486,1530600,,,,,,,,,,6610235.8,6606531.5,93.3,93.3,17557186.5,17553296.9,247.9,247.8,572.7,8.1,2185.8,30.86
318-1,159-1,2015,Yes,Child,"318-10, 318-9, 318-1",1341 Massachusetts Ave,"22 Harvard Yard
Cambridge, MA
(42.37461640300006, -71.11866547199998)",Residential,Residence Hall/Dormitory,1974,44776,President & Fellows Of Harvard College,"C/O Harvard Real Estate, Inc.",,505176,1723660.7,5521.00095,552100.1,,,,,,,,4043999.2,,6319760,,141.1,,10857096.9,,242.5,,464.6,10.4,5436.1,
44-4,267.4-305,2015,No,Single,,100 Cambridgepark Dr,"100 Cambridgepark Dr
Cambridge, MA
(42.39466149000003, -71.14498263699994)",Nonresidential,Office,1990,,"Kt Cambridge Park,LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,
333-5,136-2,2015,Yes,Single,,480 Broadway,"16 Quincy St
Cambridge, MA
(42.37297090700008, -71.11490603899995)",Nonresidential,College/University,1822,5976,President & Fellows Of Harvard College,"C/O Harvard Real Estate, Inc.",,25217.5,86042.3,1818.983012,181898.3,,,,,,,21072,,,289012.6,285897.8,48.4,47.8,482237.9,479023.4,80.7,80.2,19.1,3.2,25.4,4.25
76-21,265B-34,2016,No,Single,,205 Alewife Brook Pkwy,"205 Alewife Brook Pkwy
Cambridge, MA
(42.38979072500007, -71.14241496599993)",Nonresidential,,,,"Alewife Properties Llc,", ,,,,,,,,,,,,,,,,,,,,,,,,,,
564-1,27-93,2015,Yes,Single,,254 Bent St,"250 Bent St
Cambridge, MA
(42.367491733000065, -71.08532362799997)",Nonresidential,Data Center,1970,138000,AT&T Corp.,,,988970.4,3374367.3,,,,,,,,,,,,3374367.3,43987004.4,24.5,318.7,10595513.4,138119193.9,76.8,1000.9,326.5,2.4,,
680-10,47-90,2015,Yes,Single,,36 Memorial Dr,"30 Memorial Dr
Cambridge, MA
(42.36101602800005, -71.08195989699993)",Nonresidential,College/University,1994,30130,Massachusetts Institute Of Technology,C/O Office Of The Treasurer,,444374,1516204.2,,,,,,,,,638892,1024452.1,,3179548.2,,105.5,,6632231,,220.1,,248.4,8.2,93.5,
699-16,55-9,2015,Yes,Single,,144 Albany St,"180 Albany St
Cambridge, MA
(42.359612725000034, -71.09868880299996)",Nonresidential,College/University,1963,61937,Massachusetts Institute Of Technology,C/O Office Of The Treasurer,,,,713.00012500000003,71300,,,,,,,11174953.199999999,2600531.9,,13846785.1,,223.6,,14378364.9,,232.1,,765.4,12.4,,
