Community Name,TCAD or WCAD Property ID(s),Audit Date,Percent Duct Leakage,Recommended Duct Leakage,Attic R-Value,Window Screens,Year Built,Common Laundry,Utilities,Total Units,Community EUI (kWh/sqft/yr),As of,Street Address
Avalon Apartments,207017,05/10/2011 12:00:00 AM,7.2%,10%,30,Complete,1962,Yes,Gas and Electric,24,8.17,02/26/2016 12:00:00 AM,"1100 E 32Nd St
Austin, TX 78722
(30.289406, -97.72236)"
High Oaks Apartments,156256,04/06/2011 12:00:00 AM,46%,15%,12,Complete,1983,Yes,Electric,240,13.24,02/26/2016 12:00:00 AM,"11028 Jollyville Rd
Austin, TX 78759
(30.405455, -97.747725)"
Shoal Terrace Apts,217471,10/21/2010 12:00:00 AM,9%,10%,15,Complete,1972,Yes,Gas and Electric,13,7.18,02/26/2016 12:00:00 AM,"1611 W 39 1 2 st
Austin, TX 78756
(30.309923, -97.747889)"
Gateway Apartments,232402,04/25/2011 12:00:00 AM,24%,10%,15,Needed,1974,Yes,Electric,12,12.26,02/26/2016 12:00:00 AM,"505 Swanee Dr
Austin, TX 78752
(30.335269, -97.715075)"
Adobe Apartments,212850,01/30/2012 12:00:00 AM,23%,15%,30,Needed,1971,Yes,Electric,21,13.43,02/26/2016 12:00:00 AM,"110 E 37Tth St
Austin, TX 78705
(30.29974, -97.733505)"
El Rio,206697,12/20/2012 12:00:00 AM,22%,10%,35,Needed,1933,No,Gas and Electric,25,8.06,02/26/2016 12:00:00 AM,"2405 RIO GRANDE ST
Austin, TX 78705
(30.288488, -97.744601)"
The Palms,212842,11/02/2012 12:00:00 AM,64%,15%,19,Needed,1972,No,Electric,10,14.07,02/26/2016 12:00:00 AM,"105 E 38 ST
Austin, TX 78705
(30.300236, -97.732969)"
6110 Wheless Cove,220918,11/01/2012 12:00:00 AM,28%,10%,N\A,Needed,1983,No,Electric,6,14.15,02/26/2016 12:00:00 AM,"6110 WHELESS CV
Austin, TX 78723
(30.310024, -97.679905)"
Garden Oaks,285502,03/13/2015 12:00:00 AM,9.4%,10%,30,Complete,1971,No,Electric,36,8.06,02/26/2016 12:00:00 AM,"2425 Elmont Dr
Austin, TX 78741
(30.239766, -97.721581)"
Mira Vista,245072,02/15/2011 12:00:00 AM,24%,10%,12,Needed,1983,No,Electric,200,11.84,02/26/2016 12:00:00 AM,"9601 Middle Fiskville Rd
Austin, TX 78753
(30.359502, -97.68525)"
Madison At Scofield Farms,369949,04/07/2011 12:00:00 AM,27%,15%,7,Needed,1996,No,Gas and Electric,260,8.69,02/26/2016 12:00:00 AM,"13401 Metric Blvd
Austin, TX 78727
(30.423627, -97.680583)"
Southwood Apartments,509272,01/28/2011 12:00:00 AM,29%,10%,18,Needed,1978,Yes,Gas and Electric,44,9.91,02/26/2016 12:00:00 AM,"1801 Fortview Rd
Austin, TX 78704
(30.22988, -97.785318)"
AUSTIN PREISS CAMPUS ESTATES,445769,12/21/2010 12:00:00 AM,47%,10%,12,Complete,1996,No,Electric,204,11.7,02/26/2016 12:00:00 AM,"1300 CROSSING PL
Austin, TX 78741
(30.236747, -97.714059)"
502 and 504 Elmwood Place,208668,11/09/2012 12:00:00 AM,14%,10%,11,Needed,1971,Yes,Electric,10,7.47,02/26/2016 12:00:00 AM,"502 ELMWOOD PL
Austin, TX 78705
(30.290974, -97.73424)"
Canyon Villas Apts,229276,05/21/2011 12:00:00 AM,56%,15%,15,Complete,1973,Yes,Gas and Electric,60,10.59,02/26/2016 12:00:00 AM,"7077 GRAND CANYON DR
Austin, TX 78752
(30.326913, -97.694716)"
Northridge Apts,234720,08/01/2013 12:00:00 AM,45.6%,10%,6,Needed,1969,No,Gas and Electric,14,9.14,02/26/2016 12:00:00 AM,"2205 MUROC ST
Austin, TX 78757
(30.344352, -97.73641)"
New Yorker Apartments,312543,04/08/2011 12:00:00 AM,22%,10%,9,Needed,1983,Yes,Electric,28,12.99,02/26/2016 12:00:00 AM,"607 Woodward
Austin, TX 78745
(30.226099, -97.752759)"
Dolphin Apartments,216424,05/05/2011 12:00:00 AM,27%,15%,N\A,Needed,1972,Yes,Gas and Electric,10,8.72,02/26/2016 12:00:00 AM,"919 E 46 ST
Austin, TX 78751
(30.305222, -97.716739)"
Sunshine Apartments,228897,04/28/2012 12:00:00 AM,8.25%,10%,8,Needed,1968,Yes,Gas and Electric,28,7.96,02/26/2016 12:00:00 AM,"5607 Sunshine Dr
Austin, TX 78756
(30.326053, -97.729257)"
8th Hole,213238,05/17/2011 12:00:00 AM,54%,10%,N\A,Needed,1972,Yes,Gas and Electric,10,7.8,02/26/2016 12:00:00 AM,"516 E 40th ST
Austin, TX 78751
(30.300876, -97.727141)"
Cricket Hollow,501175,06/16/2011 12:00:00 AM,17%,10%,13,Complete,1986,Yes,Electric,372,10.4,02/26/2016 12:00:00 AM,"11441 N Ih
Austin, TX 78753
(30.379002, -97.674471)"
Guadalupe Park Apartments,235096,01/31/2011 12:00:00 AM,24%,10%,N\A,Needed,1971,Yes,Gas and Electric,8,8.13,02/26/2016 12:00:00 AM,"7102 Guadalupe St
Austin, TX 78752
(30.336846, -97.715053)"
Paradise Oaks,380088,05/23/2011 12:00:00 AM,23%,15%,22,Complete,1996,Yes,Electric,248,9.15,02/26/2016 12:00:00 AM,"1500 Faro Dr
Austin, TX 78741
(30.234742, -97.713771)"
Alpine Villa,309764,01/28/2011 12:00:00 AM,59%,10%,N\A,Needed,1972,Yes,Electric,35,8.24,02/26/2016 12:00:00 AM,"3508 Alpine Circle
Austin, TX 78704
(30.229186, -97.762715)"
Grover Gardens,228860,03/29/2011 12:00:00 AM,68%,15%,N\A,Needed,1972,No,Electric,14,10.91,02/26/2016 12:00:00 AM,"5516 Grover Avenue
Austin, TX 78756
(30.326582, -97.731882)"
Mission Tanglewood,342625,05/06/2011 12:00:00 AM,11%,15%,17,Needed,1985,Yes,Electric,168,13.02,02/26/2016 12:00:00 AM,"2915 Aftonshire Way
Austin, TX 78748
(30.180834, -97.83777)"
604 Elmwood Place,208662,12/19/2012 12:00:00 AM,19%,10%,30,Complete,1948,No,Gas and Electric,6,6.06,02/26/2016 12:00:00 AM,"604 Elmwood Place
Austin, TX 78705
(30.2905, -97.733261)"
Windsor Gardens,114464,09/23/2010 12:00:00 AM,,N\A,N\A,Needed,1950,Yes,Electric,10,5.17,02/26/2016 12:00:00 AM,"3010 Windsor
Austin, TX 78703
(30.295034, -97.766487)"
Del Mar,218075,11/09/2012 12:00:00 AM,8.1%,10%,N\A,Complete,1972,Yes,Electric,10,11.07,02/26/2016 12:00:00 AM,"4415 Avenue
B Austin, TX 78751
(30.30982, -97.73122)"
La Fiesta,208475,05/11/2011 12:00:00 AM,27%,10%,N\A,Needed,1967,Yes,Gas and Electric,13,5.87,02/26/2016 12:00:00 AM,"400 E 30th
Austin, TX 78705
(30.292505, -97.735196)"
3001 Speedway,208519,02/09/2011 12:00:00 AM,,N\A,16,Needed,1960,Yes,Electric,24,10.24,02/26/2016 12:00:00 AM,"300 E 30th St
Austin, TX 78705
(30.293028, -97.735847)"
University Crest Apartments,285960,05/24/2011 12:00:00 AM,12%,15%,N\A,Complete,1968,Yes,Gas and Electric,105,9.5,02/26/2016 12:00:00 AM,"1616 Royal Crest Drive
Austin, TX 78741
(30.238246, -97.730748)"
Forest Hills Apartments,"289148, 289152",05/24/2011 12:00:00 AM,49%,15%,N\A,Complete,1973,Yes,Gas and Electric,212,5.4,02/26/2016 12:00:00 AM,"2201 Willow Creek Dr
Austin, TX 78741
(30.230002, -97.730808)"
Red Oak,223394,05/18/2012 12:00:00 AM,43.8%,10%,15,Needed,1971,Yes,Gas and Electric,24,11.45,02/26/2016 12:00:00 AM,"6301 BERKMAN DR
Austin, TX 78723
(30.316824, -97.690893)"
Verano at the Domain,548324,11/04/2010 12:00:00 AM,29%,15%,15,Needed,1995,Yes,Electric,240,15.75,02/26/2016 12:00:00 AM,"11900 Hobby Horse Ct
Austin, TX 78758
(30.404433, -97.713437)"
Aspenwood,221346,03/22/2011 12:00:00 AM,34%,10%,N\A,Needed,1967,No,Gas and Electric,42,7.21,02/26/2016 12:00:00 AM,"4553 Guadalupe
Austin, TX 78751
(30.312402, -97.73194)"
Sand Piper Apartments,216557,02/27/2014 12:00:00 AM,40.3%,15%,N\A,Complete,1965,Yes,Electric,13,7.36,02/26/2016 12:00:00 AM,"1313 E 52nd St
Austin, TX 78723
(30.308187, -97.70477)"
Northland At The Arboretum,158152,04/18/2011 12:00:00 AM,48%,15%,21,Needed,1993,Yes,Electric,348,11.32,02/26/2016 12:00:00 AM,"11500 Jollyville Road
Austin, TX 78759
(30.41303, -97.747722)"
Rowley Apartment,232429,12/18/2012 12:00:00 AM,18%,10%,N\A,Needed,1968,Yes,Gas and Electric,6,8.25,02/26/2016 12:00:00 AM,"505 Kenniston
Austin, TX 78752
(30.334423, -97.715616)"
913 West Lynn,109284,05/20/2011 12:00:00 AM,7%,15%,19,Needed,1969,Yes,Gas and Electric,5,7.67,02/26/2016 12:00:00 AM,"913 West Lynn
Austin, TX 78703
(30.278395, -97.760348)"
University Quarters,208370,04/14/2011 12:00:00 AM,39%,10%,9,Needed,1977,Yes,Electric,24,3.96,02/26/2016 12:00:00 AM,"1973 WHITIS AVE
Austin, TX 78705
(30.282288, -97.740908)"
Century Apartments,208774,06/14/2011 12:00:00 AM,15%,10%,N\A,Complete,1973,No,Electric,23,12.1,02/26/2016 12:00:00 AM,"708 E Dean
Keeton Austin, TX 78705
(30.289291, -97.732028)"
KENSINGTON TERRACE,227623,01/05/2011 12:00:00 AM,43%,10%,N\A,Complete,1971,Yes,Gas and Electric,173,6.69,02/26/2016 12:00:00 AM,"2211 LAWNMONT AVE
Austin, TX 78756
(30.328043, -97.742302)"
University Quarters,208384,04/14/2011 12:00:00 AM,39%,10%,9,Needed,1973,Yes,Electric,12,14.17,02/26/2016 12:00:00 AM,"2801 Hemphill Park
Austin, TX 78705
(30.293574, -97.74102)"
2710 South 1st Street,305737,05/04/2011 12:00:00 AM,75%,15%,N\A,Needed,1981,Yes,Electric,12,11.35,02/26/2016 12:00:00 AM,"2710 South 1st Street
Austin, TX 78704
(30.237314, -97.762676)"
Juniper Springs,242230,05/27/2011 12:00:00 AM,49%,15%,10,Complete,1973,Yes,Electric,149,9.09,02/26/2016 12:00:00 AM,"3500 Greystone Dr
Austin, TX 78731
(30.358058, -97.749547)"
Oaktree,206115,05/13/2011 12:00:00 AM,43%,15%,13,Needed,1940,No,Gas and Electric,6,8.07,02/26/2016 12:00:00 AM,"1010 W 25th St
Austin, TX 78705
(30.289535, -97.748657)"
1900 San Gabriel,112555,05/27/2011 12:00:00 AM,8%,10%,30,Needed,1986,No,Electric,11,9.5,02/26/2016 12:00:00 AM,"1900 San
Gabriel Austin, TX 78705
(30.283774, -97.748255)"
51st Creekside Apartments,213610,12/04/2012 12:00:00 AM,39%,10%,12,Needed,1967,Yes,Electric,42,9.14,02/26/2016 12:00:00 AM,"2215 E 51 ST
Austin, TX 78723
(30.300011, -97.689569)"
Bonaventure,227795,03/29/2011 12:00:00 AM,75%,15%,N\A,Needed,1972,Yes,Electric,24,10.77,02/26/2016 12:00:00 AM,"1410 W Northloop
Austin, TX 78756
(30.324657, -97.736862)"
LONG BRANCH,250597,05/26/2011 12:00:00 AM,17%,10%,21,Needed,1983,Yes,Electric,112,5.68,02/26/2016 12:00:00 AM,"401 MASTERSON PASS
Austin, TX 78753
(30.370228, -97.690249)"
Elms Apartments,225442,10/18/2010 12:00:00 AM,12%,10%,8,Needed,1967,Yes,Gas and Electric,25,7.92,02/26/2016 12:00:00 AM,"600 E 53Rd St
Austin, TX 78751
(30.315667, -97.717036)"
Westdale Pointe Apartments,135729,09/27/2011 12:00:00 AM,75%,15%,21,Complete,1978,Yes,Electric,280,9.86,02/26/2016 12:00:00 AM,"7117 Wood Hollow Dr
Austin, TX 78731
(30.354424, -97.752488)"
4501 Speedway,220117,11/09/2012 12:00:00 AM,20%,15%,11,Needed,1967,Yes,Electric,8,9.86,02/26/2016 12:00:00 AM,"4501 SPEEDWAY
Austin, TX 78751
(30.308764, -97.72834)"
Greenhouse Apartments,216560,10/19/2011 12:00:00 AM,,N\A,38,Needed,1961,No,Gas and Electric,6,3.68,02/26/2016 12:00:00 AM,"1307 E 52Nd St
Austin, TX 78723
(30.308418, -97.705208)"
Madison At Wells Branch,549351,04/06/2011 12:00:00 AM,40%,10%,16,Needed,1995,No,Electric,297,8.64,02/26/2016 12:00:00 AM,"3201 Century Park Blvd
Austin, TX 78727
(30.435208, -97.697784)"
The Worthington,120333,02/01/2011 12:00:00 AM,15%,10%,11,Needed,1971,Yes,Electric,20,11.62,02/26/2016 12:00:00 AM,"1717 W 35th St
Austin, TX 78703
(30.308054, -97.752569)"
Aspenwood,221345,03/22/2011 12:00:00 AM,34%,10%,N\A,Needed,1966,Yes,Gas and Electric,42,3.65,02/26/2016 12:00:00 AM,"4539 Guadalupe
Austin, TX 78751
(30.31204, -97.73217)"
2109 MUROC,234722,08/01/2013 12:00:00 AM,45.6%,10%,6,Needed,1967,No,Gas and Electric,4,12.47,02/26/2016 12:00:00 AM,"2109 MUROC ST
Austin, TX 78757
(30.344063, -97.735699)"
5516 Roosevelt,228848,03/29/2011 12:00:00 AM,29%,10%,N\A,Needed,1984,No,Electric,12,13.83,02/26/2016 12:00:00 AM,"5516 Roosevelt Avenue
Austin, TX 78756
(30.326978, -97.732529)"
10303 Golden Meadows Dr.,255136,01/21/2011 12:00:00 AM,38%,10%,30,Complete,1978,No,Electric,8,10.26,02/26/2016 12:00:00 AM,"10303 Golden Meadow Dr
Austin, TX 78758
(30.380365, -97.711081)"
Andrews Apartments,214625,11/08/2012 12:00:00 AM,41%,15%,N\A,Complete,1972,Yes,Electric,50,10.98,02/26/2016 12:00:00 AM,"415 W 39Th St
Austin, TX 78751
(30.30352, -97.736185)"
Scott I,211503,05/17/2011 12:00:00 AM,,N\A,N\A,Needed,1950,Yes,Electric,12,8.2,02/26/2016 12:00:00 AM,"302 E 34 ST
Austin, TX 78705
(30.297453, -97.73314)"
Riverside Square,499181,05/02/2011 12:00:00 AM,10%,15%,10,Needed,1974,No,Electric,100,9.93,02/26/2016 12:00:00 AM,"222 E Riverside Dr
Austin, TX 78704
(30.254756, -97.744592)"
Chelsea Oaks Apartments,230073,05/23/2011 12:00:00 AM,27%,15%,3,Needed,1972,No,Electric,30,13.21,02/26/2016 12:00:00 AM,"6408 Burns
Austin, TX 78752
(30.331532, -97.721124)"
Red River Place,206934,04/30/2011 12:00:00 AM,41%,15%,N\A,Needed,1967,No,Electric,24,10.77,02/26/2016 12:00:00 AM,"924 Dean
Keeton Austin, TX 78705
(30.28735, -97.727042)"
Su Casa Apartments,214675,01/06/2011 12:00:00 AM,10.1%,10%,N\A,Complete,1970,Yes,Electric,34,4.15,02/26/2016 12:00:00 AM,"203 W 38th St
Austin, TX 78751
(30.301133, -97.734845)"
Abbey Road Apartments - Phase Ii,245907,01/04/2011 12:00:00 AM,11.4%,15%,11,Complete,1970,Yes,Electric,156,7.92,02/26/2016 12:00:00 AM,"2601 Penny Ln
Austin, TX 78757
(30.365282, -97.729884)"
Post Barton Creek,102905,02/15/2011 12:00:00 AM,65%,15%,16,Complete,1997,No,Gas and Electric,160,8.11,02/26/2016 12:00:00 AM,"2001 South Mopac
Austin, TX 78746
(30.258961, -97.795729)"
Acacia Cliffs,136149,05/04/2011 12:00:00 AM,14%,10%,9,Needed,1974,Yes,Electric,284,6.71,02/26/2016 12:00:00 AM,"7201 Hart Lane
Austin, TX 78731
(30.356704, -97.755159)"
Conquistator Apartments,217945,04/11/2011 12:00:00 AM,71%,10%,N\A,Needed,1967,Yes,Gas and Electric,18,8.71,02/26/2016 12:00:00 AM,"4412 Avenue
A Austin, TX 78751
(30.31015, -97.73222)"
Three Oaks Apartments,212788,05/01/2011 12:00:00 AM,15%,15%,11,Needed,1978,Yes,Electric,40,15.27,02/26/2016 12:00:00 AM,"409 W 38Th St
Austin, TX 78705
(30.302236, -97.737204)"
500 Elmwood,208669,02/09/2011 12:00:00 AM,,N\A,11,Needed,1965,No,Electric,16,11.15,02/26/2016 12:00:00 AM,"500 Elm Wood Place
Austin, TX 78705
(30.291034, -97.734357)"
Ashbury Parke Apartments,248790,05/12/2011 12:00:00 AM,17%,10%,12,Complete,1982,No,Electric,224,13.9,02/26/2016 12:00:00 AM,"9024 Northgate
Austin, TX 78758
(30.370018, -97.71685)"
Canyon Creek Apartments,158143,04/12/2011 12:00:00 AM,11%,10%,18,Complete,1984,Yes,Electric,236,14,02/26/2016 12:00:00 AM,"11316 Jollyville Rd
Austin, TX 78759
(30.411112, -97.747816)"
Broadway Condominiums,312502,03/10/2011 12:00:00 AM,21%,10%,15,Needed,1984,Yes,Electric,28,16.04,02/26/2016 12:00:00 AM,"511 Woodward St
Austin, TX 78704
(30.226796, -97.754242)"
Enfield House Apartments,112175,01/07/2011 12:00:00 AM,59%,10%,N\A,Needed,1937,Yes,Gas and Electric,10,10.15,02/26/2016 12:00:00 AM,"1708 Enfield Rd
Austin, TX 78703
(30.283988, -97.760975)"
V.I.P. Apartments,213081,01/25/2011 12:00:00 AM,32%,10%,N\A,Complete,1968,Yes,Electric,18,5.59,02/26/2016 12:00:00 AM,"101 E 33Rd
Austin, TX 78705
(30.29719, -97.735336)"
Mesh I,285468,05/09/2011 12:00:00 AM,27%,10%,N\A,Complete,1968,Yes,Electric,46,9.57,02/26/2016 12:00:00 AM,"2101 Elmont St
Austin, TX 78741
(30.241545, -97.726115)"
806 BAYLOR ST,106934,11/20/2012 12:00:00 AM,16%,10%,11,Needed,1900,No,Electric,6,6.21,02/26/2016 12:00:00 AM,"806 BAYLOR ST
Austin, TX 78703
(30.273983, -97.753949)"
The Element Austin Ii (Autumn Hills),285455,04/22/2011 12:00:00 AM,41%,15%,38,Complete,1969,No,Electric,133,9.09,02/26/2016 12:00:00 AM,"1600 Royal Crest Dr
Austin, TX 78741
(30.239482, -97.730109)"
Pepperwood Apartments,235853,05/19/2011 12:00:00 AM,36%,10%,11,Needed,1972,Yes,Electric,40,10.54,02/26/2016 12:00:00 AM,"6710 Burnet Road
Austin, TX 78757
(30.343122, -97.738495)"
Sterling Village,369287,01/26/2011 12:00:00 AM,21%,10%,12,Complete,1981,No,Electric,207,14.47,02/26/2016 12:00:00 AM,"10401 N Lamar
Austin, TX 78753
(30.372916, -97.69147)"
Castle Place Apartment,107051,04/30/2011 12:00:00 AM,27%,10%,N\A,Needed,1960,Yes,Gas and Electric,14,7.56,02/26/2016 12:00:00 AM,"1112 W 11th St
Austin, TX 78703
(30.276635, -97.753802)"
IMT Monterey Ranch,372101,05/24/2011 12:00:00 AM,32%,15%,20,Needed,1998,Yes,Electric,168,10.16,02/26/2016 12:00:00 AM,"4701 Staggerbrush Ln
Austin, TX 78749
(30.234099, -97.836774)"
St. Edward'S Place,310853,05/09/2011 12:00:00 AM,17%,15%,16,Needed,1983,Yes,Electric,24,10.32,02/26/2016 12:00:00 AM,"125 Woodward St
Austin, TX 78704
(30.229088, -97.759041)"
Burleson Place Apartments,289005,05/12/2011 12:00:00 AM,8.7%,10%,9,Needed,1988,Yes,Electric,50,16.55,02/26/2016 12:00:00 AM,"2507 Burleson Rd
Austin, TX 78741
(30.228153, -97.73546)"
Hyde Park Apartments,215869,03/04/2011 12:00:00 AM,70%,10%,N\A,Needed,1968,Yes,Gas and Electric,25,9.51,02/26/2016 12:00:00 AM,"4400 Avenue
F Austin, TX 78751
(30.30952, -97.73262)"
SAINT LOUISE HOUSE,305377,04/24/2011 12:00:00 AM,59%,10%,9,Complete,1969,Yes,Gas and Electric,24,9.19,02/26/2016 12:00:00 AM,"3200 S Lamar Blvd
Austin, TX 78704
(30.241684, -97.78501)"
Hidden Timber Apartments,R065674,10/21/2010 12:00:00 AM,9.6%,10%,30,Complete,1984,Yes,Electric,94,8.61,02/26/2016 12:00:00 AM,"13359 Pond Springs Rd
Austin, TX 78729
(30.448712, -97.782983)"
Highland Street Apartments,232317,03/14/2011 12:00:00 AM,69%,10%,N\A,Needed,1972,Yes,Gas and Electric,18,9.98,02/26/2016 12:00:00 AM,"7000 Guadalupe St
Austin, TX 78752
(30.335782, -97.715748)"
Palomar North,228796,03/10/2011 12:00:00 AM,8.5%,10%,N\A,Needed,1961,Yes,Gas and Electric,16,6.74,02/26/2016 12:00:00 AM,"5608 Woodrow Ave
Austin, TX 78756
(30.32851, -97.733092)"
Cameron Greens,223354,11/12/2012 12:00:00 AM,7.9%,10%,N\A,Needed,1968,Yes,Electric,181,11.21,02/26/2016 12:00:00 AM,"5700 Cameron Rd
Austin, TX 78723
(30.315309, -97.70208)"
University Quarters,208369,04/14/2011 12:00:00 AM,39%,10%,9,Needed,1977,No,Electric,18,13.72,02/26/2016 12:00:00 AM,"301 W 29TH ST
Austin, TX 78705
(30.294176, -97.740221)"
Riata Enclave,439992,11/30/2010 12:00:00 AM,53%,15%,30,Complete,1997,Yes,Gas and Electric,154,8.94,02/26/2016 12:00:00 AM,"12320 Alameda Trace Circle
Austin, TX 78759
(30.429597, -97.74826)"
Arrowhead Park Apartments,250476,08/09/2011 12:00:00 AM,40.8%,15%,11,Needed,1996,Yes,Gas and Electric,290,10.4,02/26/2016 12:00:00 AM,"605 Masterson Pass
Austin, TX 78753
(30.370348, -97.690533)"
The Old Homestead,225510,02/01/2013 12:00:00 AM,24.8%,15%,8,Needed,1983,No,Gas and Electric,17,10.05,02/26/2016 12:00:00 AM,"1124 CLAYTON LN
Austin, TX 78723
(30.317656, -97.700463)"
Riata Grey Moss,745904,12/03/2010 12:00:00 AM,67%,15%,30,Complete,1998,Yes,Gas and Electric,192,7.84,02/26/2016 12:00:00 AM,"12445 Alameda Trace Circle
Austin, TX 78727
(30.429137, -97.744658)"
French Quarter Apartments,227692,09/28/2010 12:00:00 AM,20%,10%,13,Complete,1963,Yes,Gas and Electric,106,5.93,02/26/2016 12:00:00 AM,"2211 W North Loop
Austin, TX 78756
(30.325641, -97.741541)"
Bent Tree Apartments,251004,01/25/2011 12:00:00 AM,26%,10%,9,Needed,1979,Yes,Electric,126,10.65,02/26/2016 12:00:00 AM,"8405 Bent Tree Rd
Austin, TX 78759
(30.372025, -97.743661)"
Newning Oaks,282787,01/24/2011 12:00:00 AM,14%,10%,6,Needed,1963,Yes,Gas and Electric,20,6.96,02/26/2016 12:00:00 AM,"1300 Newning Avenue
Austin, TX 78704
(30.250185, -97.743681)"
Del Salado Apartments,208068,03/16/2011 12:00:00 AM,29%,10%,6,Needed,1966,No,Gas and Electric,14,7.45,02/26/2016 12:00:00 AM,"2610 Salado St
Austin, TX 78705
(30.291777, -97.745293)"
Raphael Apartments,225497,02/01/2012 12:00:00 AM,,N\A,N\A,Needed,1964,No,Gas and Electric,40,6.21,02/26/2016 12:00:00 AM,"5520 HELEN ST
Austin, TX 78751
(30.317501, -97.711082)"
4500 Witham Lane,320442,05/20/2011 12:00:00 AM,70%,10%,6,Complete,1981,No,Electric,12,11.71,02/26/2016 12:00:00 AM,"4500 Witham Lane
Austin, TX 78745
(30.213458, -97.763303)"
Tambaleo,303870,05/17/2011 12:00:00 AM,57%,15%,N\A,Needed,1981,No,Electric,8,10.6,02/26/2016 12:00:00 AM,"2208 S 5th St
Austin, TX 78704
(30.245168, -97.764079)"
Fashion Aire Apartments,226378,02/04/2011 12:00:00 AM,75%,15%,13,Complete,1973,Yes,Electric,38,8.41,02/26/2016 12:00:00 AM,"1405 W North Loop
Austin, TX 78756
(30.324441, -97.736412)"
Channings Mark Apartments,158235,04/19/2011 12:00:00 AM,58%,15%,20,Complete,1986,Yes,Electric,108,13.05,02/26/2016 12:00:00 AM,"11282 Taylor Draper Ln
Austin, TX 78759
(30.411317, -97.753613)"
Shanti Apartments,210637,05/24/2011 12:00:00 AM,38%,10%,9,Complete,1959,Yes,Electric,16,14.42,02/26/2016 12:00:00 AM,"3304 Red River
Austin, TX 78705
(30.292385, -97.726191)"
Riata Rock Creek,424194,12/09/2010 12:00:00 AM,54%,15%,30,Complete,1997,Yes,Gas and Electric,307,8.13,02/26/2016 12:00:00 AM,"12345 Alameda Trace Circle
Austin, TX 78727
(30.431433, -97.747264)"
Highland Square,232320,12/18/2012 12:00:00 AM,28%,10%,N\A,Needed,1972,Yes,Gas and Electric,14,9.64,02/26/2016 12:00:00 AM,"6906 GUADALUPE ST
Austin, TX 78752
(30.335455, -97.715963)"
Great Northern Apartments,237288,07/18/2011 12:00:00 AM,30%,10%,N\A,Needed,1971,Yes,Gas and Electric,36,9.05,02/26/2016 12:00:00 AM,"6811 Great Northen Blvd
Austin, TX 78757
(30.349738, -97.748439)"
Great Hills Apartments,156306,04/08/2011 12:00:00 AM,36%,15%,14,Complete,1985,Yes,Electric,343,13.86,02/26/2016 12:00:00 AM,"10610 Morado Circle
Austin, TX 78758
(30.403938, -97.751944)"
Runnymeade Apartments,247380,03/22/2011 12:00:00 AM,54%,10%,29,Complete,1972,Yes,Gas and Electric,252,10.48,02/26/2016 12:00:00 AM,"1101 Rutland Drive
Austin, TX 78758
(30.367685, -97.702189)"
Victory Place,509240,04/01/2011 12:00:00 AM,34%,15%,12,Complete,1983,Yes,Electric,129,12.6,02/26/2016 12:00:00 AM,"4100 Victory Dr
Austin, TX 78704
(30.233661, -97.790092)"
Fairfield Village Apartments,241775,02/16/2011 12:00:00 AM,18%,10%,7,Needed,1984,Yes,Electric,48,11.92,02/26/2016 12:00:00 AM,"824 Fairfield Dr
Austin, TX 78758
(30.356223, -97.703571)"
Bruce Apartments,112853,04/28/2011 12:00:00 AM,,N\A,9,Needed,1949,Yes,Electric,8,9.24,02/26/2016 12:00:00 AM,"2509 Enfield
Austin, TX 78703
(30.289741, -97.770642)"
The Arboretum @ Stonelake,461010,04/11/2011 12:00:00 AM,41%,15%,14,Needed,1994,Yes,Electric,205,11.18,02/26/2016 12:00:00 AM,"9801 Stonelake Blvd
Austin, TX 78759
(30.389436, -97.739129)"
Peach Tree Apartments,"199864, 199865",05/24/2011 12:00:00 AM,11%,10%,8,Needed,1959,Yes,Gas and Electric,21,13.64,02/26/2016 12:00:00 AM,"1804 Lavaca St
Austin, TX 78701
(30.280839, -97.74068)"
The Palms At Walnut Creek,442494,04/29/2011 12:00:00 AM,26%,10%,25,Needed,1999,No,Gas and Electric,284,7.84,02/26/2016 12:00:00 AM,"8054 Exchange Drive
Austin, TX 78754
(30.331164, -97.665934)"
The Meadows,R066628,04/30/2014 12:00:00 AM,19%,15%,30,Complete,1983,No,Electric,100,13.78,02/26/2016 12:00:00 AM,"10507 Mellow Meadows Dr
Austin, TX 78750
(30.46049, -97.798911)"
Central Park,425910,04/22/2011 12:00:00 AM,9.5%,15%,30,Complete,1997,No,Gas and Electric,273,7.29,02/26/2016 12:00:00 AM,"800 W 38Th St
Austin, TX 78705
(30.304481, -97.741497)"
Casa Del Rio,208872,05/01/2011 12:00:00 AM,19%,10%,N\A,Needed,1966,Yes,Gas and Electric,32,6.87,02/26/2016 12:00:00 AM,"3212 Red River
Austin, TX 78705
(30.291884, -97.726617)"
Envoy Apartments,112551,02/22/2011 12:00:00 AM,,N\A,14,Needed,1965,Yes,Electric,10,7.45,02/26/2016 12:00:00 AM,"2108 San Gabriel St
Austin, TX 78705
(30.285212, -97.748126)"
Pinto Creek,287933,05/12/2011 12:00:00 AM,14%,10%,10,Complete,1984,Yes,Electric,248,11.83,02/26/2016 12:00:00 AM,"2207 Wickersham
Austin, TX 78741
(30.228968, -97.721463)"
