Portfolio Manager ID,Property Name,Postal Code,Primary Property Type - EPA Calculated,Property Floor Area (Buildings and Parking) (ft²),Year Built,Number of Buildings,Philadelphia Building ID,Electricity Use - Grid Purchase and Generated from Onsite Renewable Systems (kBtu),Natural Gas Use (kBtu),Fuel Oil #2 Use (kBtu),District Steam Use (kBtu),ENERGY STAR Score,Site EUI (kBtu/ft2),Source EUI (kBtu/ft2),Water Use (All Water Sources) (kgal),Total GHG Emissions (MtCO2e),Notes,geom
3800035,08128-Airport,19153,Non-Refrigerated Warehouse,98825,2000,1,884161920,261570.7,Not Available,Not Available,Not Available,100,2.6,8.3,127,33.1,,"7000 Lindbergh
Philadelphia, Pennsylvania
(39.91077136700005, -75.23077878799995)"
3697956,Southwest Water Pollution Control Plant,19153,Wastewater Treatment Plant,220000,1975,12,783131000,198999747.9,Not Available,Not Available,Not Available,94,904.5,2840.3,428006.9,25200.8,,"8200 Enterprise Ave
Philadelphia, Pennsylvania
(39.88611007700007, -75.21836638699995)"
3443035,30th St.,19104,Office,79200,1917,1,773717200,3916010.4,155304.3,Not Available,1299111.2,73,67.8,177,2900.9,619.1,,"120 S. 30th St.
Philadelphia, Pennsylvania
(39.95244031900006, -75.18396020399996)"
3114250,PHILA-COTTMAN (2418),19152,Retail Store,137054,2009,1,882131101,6813866.4,1314789,Not Available,Not Available,85,59.3,166.2,1423.7,932.7,,"7400 BUSTLETON AVE
Philadelphia, Pennsylvania
(40.04977329600007, -75.05819825299994)"
3884204,Research Building,19123,Office,150000,1900,1,883008713,6542349.6,3705860.9,Not Available,Not Available,81,68.3,162.9,3265,1025.2,,"444 North 3rd Street
Philadelphia, Pennsylvania
(39.95929494200004, -75.14375399499994)"
1273633,PECO G and Luzerne Service Center,19124,Other,22230,1951,1,775618005,1027837.7,1204816,Not Available,Not Available,Not Available,100.4,202.1,0.2,194.1,,"400 G Street
Philadelphia, Pennsylvania
(40.00055714500007, -75.11462349199996)"
3912799,Origlio Property Holding,19154,Non-Refrigerated Warehouse,268000,2001,1,884292800,22035.4,2902829.6,Not Available,Not Available,Not Available,10.9,11.6,1079.4,156.9,,"3000 Meeting House Road
Philadelphia, Pennsylvania
(40.11171416500008, -74.96745162599996)"
3877421,Belmont Center for Comprehensive Treatment,19131,Other - Specialty Hospital,175462,1979,3,774012010,8739926.7,1176319.8,Not Available,Not Available,Not Available,56.5,163.4,8884.6,1169.2,,"4200 Monument Road
Philadelphia, Pennsylvania
(40.00322164200003, -75.21460630099995)"
3983896,ENGINEERING,19122,College/University,160325,2000,1,777568800,9705478.4,32454.4,Not Available,12119099.8,Not Available,174.7,319.6,173.1,2628.3,,"1947 N. 12TH
Philadelphia, Pennsylvania
(39.98259292200004, -75.15314644999995)"
3966440,PALEY,19122,College/University,184644,2000,1,777570200,10650776.4,4110.6,Not Available,9852887.5,Not Available,146.6,280.9,1059.1,2567.1,,"1210 W. BERKS
Philadelphia, Pennsylvania
(39.98579670100003, -75.23240901999998)"
3330825,Morris,19121,K-12 School,80000,1966,1,782565200,1162419.6,2950054.4,Not Available,Not Available,61,51.4,84.3,1025.6,303.8,,"2600 W THOMPSON ST
Philadelphia, Pennsylvania
(39.97571016300003, -75.17857150699996)"
3959886,Finishing Trades Institute,19116,Not Available,Not Available,1988,1,778495000,1026875.5,1762094.8,Not Available,Not Available,Not Available,35.8,65.1,211.7,223.5,,"2190 Hornig Rd
Philadelphia, Pennsylvania
(40.113965724000025, -74.99587380899999)"
3736468,Novick Brothers Corp.,19148,Distribution Center,63229,1962,0,884154000,3421430.8,194885.8,Not Available,Not Available,42,57.2,173.1,112.7,443.6,,"3660 S Lawrence St.
Philadelphia, Pennsylvania
(39.90146767300007, -75.15888481299999)"
1269439,PECO MAIN OFFICE BUILDING,19103,Office,897201,1971,1,883054500,77636511.5,Not Available,Not Available,4229799,66,91.2,277.4,14.3,10206.2,,"2301 Market Street
Philadelphia, Pennsylvania
(39.95419390200004, -75.17791853499995)"
3117089,Hamilton/Furness,19102,Other,116264,1876,7,772508001,6263224.2,8329155.2,Not Available,Not Available,Not Available,125.5,244.4,3511.8,1235.2,,"320 S. Broad Street/1499 Pine Street
Philadelphia, Pennsylvania
(39.94620040500007, -75.16501379999994)"
3769081,Reading Terminal Market,19106,Enclosed Mall,77452,1892,1,781005760,24915519.3,12563342.6,Not Available,Not Available,Not Available,483.9,1180.4,14794.2,3822,,"12th and Arch Street
Philadelphia, Pennsylvania
(39.95228311600005, -75.16244564499993)"
3772615,Walmart Store #01-2650,19154,Retail Store,131498,1998,1,N/A,11681684.9,3011954.8,Not Available,Not Available,61,111.7,303,1339.4,1639.2,,"#1 Franklin Mills Road
Philadelphia, Pennsylvania
(40.087260170000036, -74.96575492599999)"
3982225,Columbus Blvd. 2055,19125,Non-Refrigerated Warehouse,72000,1970,1,884105000,780938.6,1595035.5,Not Available,Not Available,Not Available,33,57.3,153.5,183.6,,"2055 Richmond St.
Philadelphia, Pennsylvania
(39.971861723000075, -75.12081675999997)"
3957286,City Avenue Shopping Center,19151,Retail Store,110843,2000,1,882085000,6009528.3,6103423.5,Not Available,Not Available,Not Available,109.3,228.1,4805,1084.9,,"7720 City Line Avenue
Philadelphia, Pennsylvania
(39.97811642900007, -75.27383131699997)"
3498649,Washington HS,19116,K-12 School,346000,1962,1,786056200,5192845.6,17520753.2,175893.5,Not Available,80,66.2,100.8,8459.6,1600.5,,"10175 BUSTLETON AVE
Philadelphia, Pennsylvania
(40.10597365800004, -75.02726535099998)"
3267063,Medical Exam Building,19104,Other,85000,1970,1,783532000,9206667.8,999216,Not Available,Not Available,Not Available,120.1,352.4,591.7,1218.9,,"321 University Ave
Philadelphia, Pennsylvania
(39.947365028000036, -75.19853971799995)"
3634201,Peirce College,19102,College/University,94151,1898,1,772513020,5585126.7,2821682.5,Not Available,Not Available,Not Available,89.3,217.7,801.1,857.1,,"1420 Pine St.
Philadelphia, Pennsylvania
(39.94571299000006, -75.16645299999993)"
3892250,Saint Hubert's Catholic High School for Girls,19136,K-12 School,163350,1924,1,778301000,1881756.9,6620397.4,Not Available,Not Available,94,52,78.7,903.2,589.7,,"7300 Torresdale Avenue
Philadelphia, Pennsylvania
(40.030236040000034, -75.03508159699999)"
3862680,Tuttleman Parking Garage,19146,Parking,156232,1985,0,772035000,875296.1,Not Available,Not Available,Not Available,Not Available,5.6,17.6,25.1,110.8,,"1700 South St
Philadelphia, Pennsylvania
(39.94434292700004, -75.17121422799994)"
1547807,PHILADELPHIA SE (1443),19148,Retail Store,135033,2002,1,882055480,7249524.2,2514219.1,Not Available,Not Available,79,72.3,188.1,1357.8,1051.5,,"1 MIFFLIN ST
Philadelphia, Pennsylvania
(39.92391757900003, -75.14690684399994)"
3814517,Leatex Chemical Co.,19133,Distribution Center,53050,1884,1,884340820,72378.1,84282.3,Not Available,Not Available,99,3,6,23.7,13.7,,"2722 N. Hancock St.
Philadelphia, Pennsylvania
(39.99215801300005, -75.13363486199995)"
3635787,Warehouse America,19134,Distribution Center,178250,1961,1,884193000,496243.7,Not Available,Not Available,Not Available,100,2.8,8.7,139.6,62.8,,"2235 E. Castor Ave.
Philadelphia, Pennsylvania
(39.99673141900007, -75.09634702199997)"
3618415,"City Hall, MSB and CJC",19102,Courthouse,2293000,1868,3,782273400,110424466.7,64888386.8,Not Available,7705468.6,Not Available,79.8,185,26505.7,18109.9,,"Market Street and Broad Street
Philadelphia, Pennsylvania
(39.95228311600005, -75.16244564499993)"
3751437,"Charles Jacquin et Cie., Inc.",19125,Manufacturing/Industrial Plant,200000,1970,5,884104340,4213823.4,Not Available,Not Available,Not Available,Not Available,21.1,66.2,Not Available,533.6,,"2633 Trenton Ave.
Philadelphia, Pennsylvania
(39.98396104700004, -75.12174624299996)"
4130420,Philadelphia Wholesale Produce Market,19153,Refrigerated Warehouse,835000,2011,2,884161200,64280578.7,5121514.2,Not Available,Not Available,Not Available,101.3,302.5,200.2,8412.1,,"6700 Essington Avenue
Philadelphia, Pennsylvania
(39.91334078400007, -75.22170721799995)"
3679686,1800 JFK,19103,Office,248000,1983,1,883056100,14877681.4,Not Available,Not Available,Not Available,81,60,188.4,3128.4,1884.1,,"1800 John F. Kennedy Boulevard
Philadelphia, Pennsylvania
(39.95421337300007, -75.17023363699997)"
3772776,Lenfest Hall,19103,College/University,94747,2011,1,881030550,5511847.2,3591002.7,Not Available,Not Available,Not Available,96.1,222.5,2432.9,888.6,,"1616 Locust St.
Philadelphia, Pennsylvania
(39.948673202000066, -75.16859393999994)"
3958050,10195 Northeast Ave.,19116,Non-Refrigerated Warehouse,50000,1969,1,884239600,379264.3,1128295.2,Not Available,Not Available,76,30.2,47.5,110.1,107.9,,"10195 Northeast Ave.
Philadelphia, Pennsylvania
(40.10521644800008, -75.02357235999995)"
3963466,Mar Vick Bren INC,19135,Non-Refrigerated Warehouse,125000,1950,1,884180500,530289.3,156653.1,Not Available,Not Available,Not Available,5.5,14.6,44.1,75.5,,"5101-49 unruh ave.
Philadelphia, Pennsylvania
(40.019532584000046, -75.04242538999995)"
3681794,CCP Main Campus-West,19130,College/University,556554,1982,5,772534700,3478701.2,4723614.8,Not Available,Not Available,Not Available,14.7,28.5,1294,691.2,,"1700 Spring Garden St
Philadelphia, Pennsylvania
(39.96309285600006, -75.16689432399994)"
3330746,Olney HS,19120,K-12 School,332185,1931,1,785345400,7598295.4,1473321.2,424139.8,Not Available,95,28.6,77.8,5494.2,1071.9,,"100 W DUNCANNON AVE
Philadelphia, Pennsylvania
(40.029033336000055, -75.12195418099998)"
3267057,Health Center #5,19121,Medical Office,36260,1960,1,784552700,2630918.1,2231787.9,Not Available,Not Available,31,134.1,292.5,255.8,451.6,,"1900 N. 20th Street
Philadelphia, Pennsylvania
(39.98308840300007, -75.16675489799997)"
3330734,Dobbins CTE,19132,K-12 School,312395,1938,1,785314800,3995356.5,24468221.3,Not Available,Not Available,77,91.1,122.4,2867.3,1804.6,,"2100-50 W LEHIGH AVE
Philadelphia, Pennsylvania
(39.99542021800005, -75.16606999199996)"
4056192,"Market Square Plaza I , LLC",19118,Strip Mall,113316,1972,4,882040300,14682354.6,Not Available,Not Available,Not Available,Not Available,129.6,406.8,3879.4,1859.3,,"7700-7782 Crittenden Street
Philadelphia, Pennsylvania
(40.07215131400005, -75.19293205099996)"
3330883,Dunbar,19122,K-12 School,53200,1932,1,781641600,947756,100899.2,3497044.2,Not Available,42,85.4,124.3,733.5,384.9,,"1720-58 N 12 TH ST
Philadelphia, Pennsylvania
(39.97854711700006, -75.15409129199998)"
3891490,Pier 38 South/40 South,19148,Non-Refrigerated Warehouse,715000,1930,2,884018736,1192562.2,2528432.8,Not Available,Not Available,Not Available,5.2,9,1175.8,285.2,,"801 S. Columbus Blvd
Philadelphia, Pennsylvania
(39.93668488800006, -75.14207050999994)"
3501878,287-West Philadelphia,19131,Manufacturing/Industrial Plant,57471,2009,0,884897402,4767686.5,17966599.7,Not Available,Not Available,Not Available,395.6,588.7,16980,1557.3,,"4700 West Jefferson Street
Philadelphia, Pennsylvania
(39.97843428300007, -75.24496551599998)"
3892164,Cancer Treatment Centers of America,19124,Other - Specialty Hospital,237000,1924,2,778037515,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,"PECO Oregon Shops is a 24/7 operation,  multi-use facility including Electric Shop, Underground Field Crew Center and Training Facility for Field Crews.","1331 East Wyoming ave.
Philadelphia, Pennsylvania
(40.01831826700004, -75.09828746499994)"
3963906,SOMERSET WAREHOUSE,19134,Non-Refrigerated Warehouse,65000,1945,1,884340880,197063.5,364940,Not Available,Not Available,99,8.6,15.4,8.2,44.4,,"2801-31 A ST
Philadelphia, Pennsylvania
(39.99231851400003, -75.12856318199994)"
3760894,Destination Maternity Corporation,19123,Distribution Center,318000,1975,1,884028600,18562419.6,1625518.1,Not Available,Not Available,38,63.5,188.7,1652.1,2437,,"456 N 5th. Street
Philadelphia, Pennsylvania
(39.959637163000025, -75.14700478799995)"
4138565,The Landreth,19146,Multifamily Housing,66619,1930,1,886650200,181679.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,194.6,,"1201 S 23rd St
Philadelphia, Pennsylvania
(39.937893605000056, -75.18182559199994)"
3788364,76th street,19153,Non-Refrigerated Warehouse,62000,1975,0,884167500,311409.1,Not Available,Not Available,Not Available,98,5,15.8,Not Available,39.4,,"3250 s 76th street
Philadelphia, Pennsylvania
(39.90076478100008, -75.23028365099998)"
3893447,Smylie Times Building - 2607 Rhawn St,19152,Office,54666,1973,1,883090500,6112178.3,Not Available,Not Available,Not Available,Not Available,111.8,351.1,1364.9,774,,"2607 Rhawn St
Philadelphia, Pennsylvania
(40.05646282300006, -75.04621606499995)"
1211433,ACE Philadelphia,19106,Office,350577,1925,1,883300400,16467141.1,4275944.9,Not Available,Not Available,85,61.6,167,3751,2312.3,,"436 Walnut Street
Philadelphia, Pennsylvania
(39.947367744000076, -75.14874531299995)"
3727349,Sewer Maintenance Headquarters,19129,Office,65000,1959,3,884461920,2993552,4281469,Not Available,Not Available,Not Available,111.9,213.8,1698.8,606.3,,"Fox St and Abbottsford Ave
Philadelphia, Pennsylvania
(40.01465071400003, -75.17842758399996)"
2858581,Merriam Theater,19102,College/University,77964,1918,1,772505500,3923523.6,2904777.2,Not Available,Not Available,Not Available,87.6,197.1,3727.1,651.1,,"250 South Broad Street
Philadelphia, Pennsylvania
(39.94746906700004, -75.16469461799994)"
3818671,Lamberton,19151,K-12 School,110193,1980,1,783600400,1290633,307793.3,9204324.3,Not Available,60,98,124.1,1457.4,862.8,,"7501 Woodbine Ave
Philadelphia, Pennsylvania
(39.975618292000036, -75.26562696199994)"
3892833,6701 Callowhill St,19151,K-12 School,56321,1950,1,774084000,1305048.4,1539284.2,Not Available,Not Available,89,50.5,101.5,1111.6,247,,"6701 Callowhill St
Philadelphia, Pennsylvania
(39.96995815100007, -75.25423613299995)"
3782942,2501 Grant Ave,19114,Non-Refrigerated Warehouse,121200,1960,1,884286000,404390.2,235300,Not Available,Not Available,100,5.3,12.5,118.2,63.7,,"2501 Grant Ave
Philadelphia, Pennsylvania
(40.07811593200006, -75.02356659799995)"
4104890,Our Lady of Hope,19148,K-12 School,55831,1963,1,771514000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,"1248 Jackson St
Philadelphia, Pennsylvania
(39.92277336300003, -75.16749466299996)"
3330940,Hill-Freedman,19138,K-12 School,46959,1980,1,784453800,2847082,Not Available,Not Available,Not Available,26,60.6,190.4,650.2,360.5,,"6200 CRITTENDEN ST
Philadelphia, Pennsylvania
(40.05681581400006, -75.16472127199995)"
3330928,Logan,19141,K-12 School,65000,1924,1,785689600,784721.1,180913.8,5940887.4,Not Available,8,106.3,133.1,959.8,549.9,,"1700 LINDLEY AVE
Philadelphia, Pennsylvania
(40.03124341200004, -75.15161391499998)"
3330981,Comly,19116,K-12 School,35045,1928,1,786057000,1207546.4,4670460.1,0,Not Available,8,167.7,248.1,767,400.8,,"1001 BYBERRY RD
Philadelphia, Pennsylvania
(40.12001520300004, -75.00928521699996)"
3893215,La Salle #2 (Katherine's and B&G),19141,Residence Hall/Dormitory,80106,1983,2,776516000,4626190.9,3849565.8,Not Available,Not Available,Not Available,105.8,231.8,4233,790.1,,"2006-50 W Olney Ave
Philadelphia, Pennsylvania
(40.03960886500005, -75.15464576299996)"
3698449,Baxter Water Treatment Plant,19136,Drinking Water Treatment & Distribution,232000,1959,5,786071000,12909288.4,21022642.7,Not Available,Not Available,Not Available,146.3,269.9,683221.9,2750.5,,"9001 State Road
Philadelphia, Pennsylvania
(40.043859747000056, -74.99803581699996)"
3998046,OLD MED SCHOOL,19140,College/University,155228,2000,1,777530000,16090203.8,11976.1,Not Available,23390422.2,Not Available,254.4,506.8,2104.2,4109.2,,"3400 N. Broad Street
Philadelphia, Pennsylvania
(40.00477563900006, -75.15225172599997)"
3668169,St. Bridget Church,19129,Worship Facility,55380,1943,1,775243000,79311.6,1000596,Not Available,Not Available,95,19.5,23.5,1157,63.1,,"3669 Midvale Ave
Philadelphia, Pennsylvania
(40.01104586900004, -75.19303792399995)"
3330961,Washington Grover,19120,K-12 School,149500,2000,1,785373150,4224543.9,5748642.5,Not Available,Not Available,63,66.7,129.1,964.8,840.1,,"201 E OLNEY ST
Philadelphia, Pennsylvania
(40.034867338000026, -75.11793732599995)"
4092247,Pathmark Store  6557,19132,Supermarket/Grocery Store,50388,1998,1,882736105,9657079.1,3862799.9,Not Available,Not Available,48,268.3,682.3,3943,1427.9,,"1405 Glenwood Ave.
Philadelphia, Pennsylvania
(39.99674811600005, -75.15418420399999)"
3989967,Germantown,19144,Self-Storage Facility,67500,2005,1,884926200,555530.6,453303.3,Not Available,Not Available,Not Available,14.9,32.9,8.9,94.5,,"6224 Germantown Ave.
Philadelphia, Pennsylvania
(40.04271092100004, -75.18050507699996)"
1328441,The Children's Hospital fo Philadelphia,19104,Other - Specialty Hospital,4135887,1974,9,773000800,645858162.4,660429605.5,2393775.6,309066.6,Not Available,316.5,658.7,613385.8,117045,,"34th Street and Civic Center Blvd.
Philadelphia, Pennsylvania
(39.94869385100003, -75.19289965599995)"
3635424,Gibbon Building,19107-5098,Hospital (General Medical & Surgical),722268,1978,1,771013000,87664925.4,255355.2,Not Available,103546070,9,412.6,701.5,60248.8,25898.6,,"111 South11th Street
Philadelphia, Pennsylvania
(39.95228311600005, -75.16244564499993)"
3673215,Farm Journal,19107,Medical Office,102855,1910,1,771005500,10204067.1,Not Available,Not Available,9132222.5,11,188,418.3,6404.6,2100.8,,"230 S. 7th St
Philadelphia, Pennsylvania
(39.94613344700008, -75.15308115799996)"
3682419,4100 Chester / 4101 Woodland Avenue,19104,Office,55000,1920,1,883080550,2683196.8,1082035.7,Not Available,Not Available,Not Available,68.5,173.8,366.8,397.2,,"4116-18 Chester Avenue
Philadelphia, Pennsylvania
(39.94846860800004, -75.20618033899996)"
3687885,National Board of Medical Examiners,19104,Office,165000,1980,1,774688600,15174658.5,6911654.6,Not Available,Not Available,30,133.9,332.8,3567,2288.5,,"3750 Market Street
Philadelphia, Pennsylvania
(39.95653360600005, -75.19709357799996)"
3216590,1900 Market Street,19103,Office,588233,1981,1,883034000,35223133.7,1306468.7,Not Available,Not Available,82,62.1,190.4,7910.3,4529.9,,"1900 Market Street
Philadelphia, Pennsylvania
(39.95351278500004, -75.17291384399994)"
2365631,One Parkway Building,19102,Office,502000,1962,1,772059100,47119720,28412890.4,Not Available,Not Available,39,150.5,354.2,11763.9,7475,,"1515 Arch St
Philadelphia, Pennsylvania
(39.95465578900007, -75.16507339099996)"
4092244,Pathmark Store 2710,19149,Supermarket/Grocery Store,67305,1996,1,882064600,13470572.6,5012300.4,Not Available,Not Available,47,274.6,706.6,1206.6,1971.9,,"2101-41 Cottman Avenue
Philadelphia, Pennsylvania
(40.049883101000034, -75.06363353299997)"
3330762,Fox Chase,19111,K-12 School,52500,1949,1,786455000,1582089.8,121135.4,3630405.5,Not Available,43,101.6,166.9,659,476.2,,"700 RHAWN ST
Philadelphia, Pennsylvania
(40.07480359900006, -75.07908749199999)"
3813588,Kirkbride Center,19139,Other,390125,1889,6,883081705,17481579.9,3967053.6,Not Available,Not Available,Not Available,55,151.4,7887.1,2424.3,,"111 N. 49th St.
Philadelphia, Pennsylvania
(39.96118654400004, -75.21942056899996)"
1946616,Loews Philadelphia Hotel,19107,Hotel,735000,1932,1,883705320,38587843.4,4989700,Not Available,17293061,45,93.6,226.5,26338.9,6682.6,,"1200 Market Street
Philadelphia, Pennsylvania
(39.95193300700004, -75.16004400899999)"
