TCAD or WCAD Property ID(s),Floor Area (sqft),Building Type,Reported Portfolio Manager Energy Star Score,Reported Portfolio Manager Site kBTU/sqft,As of,Address
775945,377109,K-12 School,55.3,51.5,03/13/2014 12:00:00 AM,"10701 S 1ST ST
AUSTIN, TX 78748
(30.150707145000467, -97.8020927769997)"
526394,39780,Indoor Arena,,3.1,03/13/2014 12:00:00 AM,"9402 UNITED DR
AUSTIN, TX 78758
(30.378846930000464, -97.72987577199967)"
527979,95288,Office,17.9,153.8,03/13/2014 12:00:00 AM,"12365 RIATA TRACE PKWY
AUSTIN, TX 78727
(30.42843815800046, -97.74209295699967)"
228967,30376,Office,,2.3,03/13/2014 12:00:00 AM,"6015 DILLARD CIR
AUSTIN, TX 78752
(30.32600094400044, -97.71739920199968)"
188627,224377,Office,92.2,54.7,03/13/2014 12:00:00 AM,"505 BARTON SPRINGS RD
AUSTIN, TX 79704
(30.258373527000458, -97.74993374799965)"
317658,70130,Supermarket/Grocery,67,189.1,03/13/2014 12:00:00 AM,"6600 S MOPAC EXPY
AUSTIN, TX 78749
(30.22123873500044, -97.83662542099967)"
291799,25544,Warehouse (Refrigerated),93.2,99.8,03/13/2014 12:00:00 AM,"4108 TODD LN
AUSTIN, TX 78744
(30.210587339000483, -97.73807662399969)"
105134,60000,Recreation,,,03/13/2014 12:00:00 AM,"1100 W CESAR CHAVEZ ST
AUSTIN, TX 78703
(30.26769246100048, -97.75795220099968)"
R512237,65655,Office,2,162.5,03/13/2014 12:00:00 AM,"9825 SPECTRUM DR
AUSTIN, TX 78717
(30.480763004000437, -97.77375933099967)"
242087,138283,K-12 School,29.2,64.4,03/13/2014 12:00:00 AM,"1200 E RUNDBERG LA
AUSTIN, TX 78753
(30.35410579900048, -97.6813469599997)"
116504,79636,Office,99,42,03/13/2014 12:00:00 AM,"3700 LAKE AUSTIN BLVD
AUSTIN, TX 78703
(30.293943715000466, -97.78358874599968)"
532853,59582,Supermarket/Grocery,30,258.2,03/13/2014 12:00:00 AM,"9911 BRODIE LA
AUSTIN, TX 78748
(30.18477431800045, -97.8489847349997)"
548257,96850,Warehouse (Unrefrigerated),70.7,14.1,03/13/2014 12:00:00 AM,"11700 STONEHOLLOW DR
AUSTIN, TX 78758
(30.398867005000454, -97.70934640099966)"
426274,98640,Warehouse (Unrefrigerated),22.5,62.6,03/13/2014 12:00:00 AM,"9801 METRIC BLVD
AUSTIN, TX 78758
(30.37785557900048, -97.7166897409997)"
768287,54466,Data Center,,,03/13/2014 12:00:00 AM,"7300 FM 2222 RD
AUSTIN, TX 78750
(30.35945368700044, -97.79179617199969)"
230744,41150,Warehouse (Unrefrigerated),31.2,45.9,03/13/2014 12:00:00 AM,"2324 RIDGEPOINT DR
AUSTIN, TX 78754
(30.329435732000434, -97.67439802899969)"
121475,42468,Office,58,30.2,03/13/2014 12:00:00 AM,"3724 JEFFERSON ST
AUSTIN, TX 78731
(30.308977425000478, -97.75078533899966)"
253979,46357,Office,63.8,47.7,03/13/2014 12:00:00 AM,"8900 SHOAL CREEK BLVD
AUSTIN, TX 78757
(30.375354106000486, -97.73330582299968)"
380598,44095,Hotel,69.8,66.8,03/13/2014 12:00:00 AM,"4537 S IH 35
AUSTIN, TX 78744
(30.188402392000455, -97.7461486959997)"
501173,21090,Retail Store,,,03/13/2014 12:00:00 AM,"804 E BRAKER LA
AUSTIN, TX 78753
(30.376635637000447, -97.6748374449997)"
236531,65153,Office,31.6,79.2,03/13/2014 12:00:00 AM,"400 E ANDERSON LA
AUSTIN, TX 78752
(30.342451209000444, -97.7030796899997)"
104320,55237,Retail Store,84.5,48.3,03/13/2014 12:00:00 AM,"2901 S CAPITAL OF TX HWY
AUSTIN, TX 78746
(30.256282416000488, -97.81072379499966)"
236508,58523,K-12 School,75.1,49.7,03/13/2014 12:00:00 AM,"505 W ANDERSON LA
AUSTIN, TX 78752
(30.34553541200046, -97.7089839729997)"
236534,28664,Hotel,70.2,69.2,03/13/2014 12:00:00 AM,"8010 N IH 35
AUSTIN, TX 78753
(30.371744244000467, -97.6805695279997)"
548319,77450,Office,43.8,101,03/13/2014 12:00:00 AM,"11902 BURNET RD
AUSTIN, TX 78758
(30.405071267000437, -97.71605328099969)"
548254,84320,Office,16.4,131.5,03/13/2014 12:00:00 AM,"11501 BURNET RD
AUSTIN, TX 78758
(30.400220785000442, -97.7187008679997)"
106493,133321,Office,53.6,86.5,03/13/2014 12:00:00 AM,"1111 W 6TH ST
AUSTIN, TX 78703
(30.27226428300048, -97.75597068399969)"
477612,55267,Office,8.2,102.6,03/13/2014 12:00:00 AM,"1825 KRAMER LA
AUSTIN, TX 78758
(30.38685464700046, -97.70658115899965)"
291767,213296,Office,65.7,92.7,03/13/2014 12:00:00 AM,"1821 DIRECTORS BLVD
AUSTIN, TX 78744
(30.212554644000477, -97.74903241299967)"
R379649,807393,Office,63.8,98.5,03/13/2014 12:00:00 AM,"12501 RESEARCH BLVD
AUSTIN, TX 78759
(30.429412272000434, -97.75882037299965)"
446039,95195,K-12 School,75.1,41.7,03/13/2014 12:00:00 AM,"4400 FRANKLIN PARK DR
AUSTIN, TX 78744
(30.199335449000444, -97.74490711399966)"
749987,58312,Office,49.5,85.5,03/13/2014 12:00:00 AM,"1000 E 11TH ST
AUSTIN, TX 78702
(30.269466707000447, -97.7299717089997)"
214630,65868,Office,44.6,70.7,03/13/2014 12:00:00 AM,"3908 AVENUE B
AUSTIN, TX 78751
(30.303477028000486, -97.7353157659997)"
235504,44800,Warehouse (Unrefrigerated),,8,03/13/2014 12:00:00 AM,"8801 WALL ST
AUSTIN, TX 78754
(30.340933980000443, -97.67112550499968)"
230774,49424,Retail,72.6,35.9,03/13/2014 12:00:00 AM,"2621 RIDGEPOINT DR
AUSTIN, TX 78754
(30.328323571000453, -97.66984634299968)"
256606,102454,Warehouse (Unrefrigerated),66.2,33.8,03/13/2014 12:00:00 AM,"2100 KRAMER LA
AUSTIN, TX 78758
(30.389355172000478, -97.71164286999965)"
R511408,117548,Office,37.6,143.3,03/13/2014 12:00:00 AM,"11001 LAKELINE BLVD
AUSTIN, TX 78729
(30.480284502000472, -97.79457177599966)"
447477,431319,K-12 School,70.2,40.2,03/13/2014 12:00:00 AM,"4103 W SLAUGHTER LA
AUSTIN, TX 78749
(30.18901687200048, -97.85685750499965)"
310508,18000,Warehouse (Unrefrigerated),90.5,8.8,03/13/2014 12:00:00 AM,"5446 W US 290 HWY
AUSTIN, TX 78735
(30.233261478000486, -97.87507700699967)"
253917,78842,K-12 School,68.1,48.9,03/13/2014 12:00:00 AM,"8601 TALLWOOD DR
AUSTIN, TX 78759
(30.37732377900045, -97.74903596599967)"
255079,58500,Warehouse (Unrefrigerated),78.5,10.6,03/13/2014 12:00:00 AM,"10508 BOYER BLVD
AUSTIN, TX 78758
(30.383475603000477, -97.71247679599969)"
119486,33202,Supermarket/Grocery,,,03/13/2014 12:00:00 AM,"1500 W 35TH ST
AUSTIN, TX 78703
(30.305950075000453, -97.74923139299966)"
194673,171382,Hotel,9.1,120.1,03/13/2014 12:00:00 AM,"500 N IH 35
AUSTIN, TX 78701
(30.269910351000476, -97.74363728299966)"
369296,44510,Hotel,39.3,83,03/13/2014 12:00:00 AM,"9100 WATERFORD CENTRE BLVD
AUSTIN, TX 78758
(30.376640375000477, -97.72984260899966)"
291761,36000,Other,,203.8,03/13/2014 12:00:00 AM,"2170 WOODWARD ST
AUSTIN, TX 78744
(30.212104568000484, -97.74605480699967)"
208311,47556,Residence Hall/Dormitory,77,42.6,03/13/2014 12:00:00 AM,"2612 GUADALUPE ST
AUSTIN, TX 78705
(30.29163530100044, -97.74126150099966)"
548335,370426,Office,1,285.3,03/13/2014 12:00:00 AM,"701 E PARMER LA
AUSTIN, TX 78754
(30.35125319900044, -97.65755837899968)"
286570,69106,K-12 School,90.4,36.1,03/13/2014 12:00:00 AM,"601 VARGAS RD
AUSTIN, TX 78741
(30.236592235000444, -97.69175673499967)"
195979,51710,K-12 School,73.2,45.6,03/13/2014 12:00:00 AM,"3601 WEBBERVILLE RD
AUSTIN, TX 78702
(30.27223467300047, -97.70494395099968)"
548259,50464,Office,87.8,30.6,03/13/2014 12:00:00 AM,"11801 STONEHOLLOW DR
AUSTIN, TX 78758
(30.399684248000483, -97.70875538099966)"
500909,179200,Distribution Center,60.7,30.6,03/13/2014 12:00:00 AM,"12521 HARRIS BRANCH PKWY
AUSTIN, TX 78754
(30.374143640000455, -97.61077509999967)"
569377,87014,SuperMarket/Grocery Store,67,247.9,03/13/2014 12:00:00 AM,"500 W CANYON RIDGE DR
AUSTIN, TX 78753
(30.403166412000473, -97.6721713389997)"
106575,38899,Retail (Misc),,9.4,03/13/2014 12:00:00 AM,"524 N LAMAR BLVD
AUSTIN, TX 78703
(30.27122318600044, -97.75418814799968)"
100138,62368,K-12 School,76.8,43.1,03/13/2014 12:00:00 AM,"906 W MILTON ST
AUSTIN, TX 78704
(30.250246109000443, -97.75994911599969)"
228187,33120,Bank/Financial Institution,52.4,90.4,03/13/2014 12:00:00 AM,"6420 E US 290 HWY
AUSTIN, TX 78752
(30.332252490000485, -97.70383703299967)"
228968,30450,Other,,0.1,03/13/2014 12:00:00 AM,"6016 DILLARD CIR
AUSTIN, TX 78752
(30.326080300000456, -97.7174619759997)"
111180,48157,Office,93.4,40.1,03/13/2014 12:00:00 AM,"1120 S CAPITAL OF TX HWY
AUSTIN, TX 78746
(30.283212965000473, -97.82397474299967)"
464213,40544,Warehouse (Unrefrigerated),69,13.1,03/13/2014 12:00:00 AM,"3505 MONTOPOLIS DR
AUSTIN, TX 78744
(30.20794373700045, -97.71495458099969)"
310021,18972,Office,73.5,45.9,03/13/2014 12:00:00 AM,"706 W BEN WHITE BLVD
AUSTIN, TX 78704
(30.22749597000046, -97.77044890699966)"
155452,88536,Office,64.7,99.3,03/13/2014 12:00:00 AM,"10814 JOLLYVILLE RD
AUSTIN, TX 78759
(30.402150188000462, -97.74846034299969)"
230773,36000,Office,,,03/13/2014 12:00:00 AM,"2535 RIDGEPOINT DR
AUSTIN, TX 78754
(30.328113931000473, -97.67188589599965)"
231474,130201,K-12 School,43.5,57.4,03/13/2014 12:00:00 AM,"601 E ST JOHNS AVE
AUSTIN, TX 78752
(30.33355510800044, -97.70588318799969)"
R379614,280061,Office,43,81.3,03/13/2014 12:00:00 AM,"7700 PARMER LN
AUSTIN, TX 78729
(30.45811235600047, -97.75346210399965)"
201402,95155,K-12 School,85,30.4,03/13/2014 12:00:00 AM,"5600 DECKER LN
AUSTIN, TX 78724
(30.280427233000466, -97.63498561599965)"
"153533, 153534",245183,Office,77.4,68.4,03/13/2014 12:00:00 AM,"9442 N CAPITAL OF TX HWY
AUSTIN, TX 78759
(30.388771918000486, -97.74887801999967)"
309738,60682,K-12 School,79.9,41.8,03/13/2014 12:00:00 AM,"3001 S 1ST ST
AUSTIN, TX 78704
(30.23522424200047, -97.76394531399967)"
291830,65530,Warehouse (Unrefrigerated),94.5,8.1,03/13/2014 12:00:00 AM,"3739 DROSSETT DR
AUSTIN, TX 78744
(30.211223367000457, -97.73187387199965)"
446626,38490,Office,2.5,141.9,03/13/2014 12:00:00 AM,"4635 BOSTON LA
AUSTIN, TX 78735
(30.239745134000486, -97.83332210399965)"
255060,53965,Warehouse (Unrefrigerated),45.8,37.7,03/13/2014 12:00:00 AM,"2136 RUTLAND DR
AUSTIN, TX 78758
(30.381305764000444, -97.71729852799967)"
R404504,136444,Office,98,22,03/13/2014 12:00:00 AM,"10700 PECAN PARK BLVD
AUSTIN, TX 78750
(30.464337612000463, -97.79953682099966)"
261434,86632,Warehouse (Unrefrigerated),95.7,7.9,03/13/2014 12:00:00 AM,"10931 RESEARCH BLVD
AUSTIN, TX 78759
(30.401965893000465, -97.74527641899965)"
106805,84150,Warehouse (Unrefrigerated),88.3,15.3,03/13/2014 12:00:00 AM,"1321 W 5TH ST
AUSTIN, TX 78703
(30.272504718000448, -97.76043116999966)"
229000,46272,Hotel,19,141.9,03/13/2014 12:00:00 AM,"6603 N IH 35
AUSTIN, TX 78752
(30.332252490000485, -97.70383703299967)"
102592,60928,K-12 School,92.9,34.6,03/13/2014 12:00:00 AM,"1900 BLUEBONNET LA
AUSTIN, TX 78704
(30.25232711600046, -97.77369655699965)"
155470,58590,Supermarket/Grocery,31.9,228.3,03/13/2014 12:00:00 AM,"10900 RESEARCH BLVD
AUSTIN, TX 78759
(30.401444280000476, -97.74624194299969)"
"195951, 195389",240157,College/University (Campus-Level),,74.1,03/13/2014 12:00:00 AM,"3401 WEBBERVILLE RD
AUSTIN, TX 78702
(30.268405476000453, -97.70720380499966)"
767984,102486,Office,75.5,53.6,03/13/2014 12:00:00 AM,"5405 BLUFFSTONE LA
AUSTIN, TX 78759
(30.38740784200047, -97.7678988729997)"
190977,85095,K-12 School,64.1,54.7,03/13/2014 12:00:00 AM,"73 SAN MARCOS ST
AUSTIN, TX 78702
(30.25811888000044, -97.73571254299969)"
256626,28210,Office,,,03/13/2014 12:00:00 AM,"11109 METRIC BLVD
AUSTIN, TX 78758
(30.39058206000044, -97.70936653699965)"
310473,10300,Retail,1.3,53.6,03/13/2014 12:00:00 AM,"4021 S CAPITAL OF TX HWY
AUSTIN, TX 78704
(30.239821020000477, -97.7997237189997)"
"800328, 800330",453127,Retail,39.8,58.4,03/13/2014 12:00:00 AM,"9900 S INTERSTATE HY 35
AUSTIN, TX 78748
(30.168080801000485, -97.82498882099969)"
547988,57880,Hotel,43.6,103.3,03/13/2014 12:00:00 AM,"3908 W BRAKER LA
AUSTIN, TX 78759
(30.396925758000464, -97.73488819399967)"
460773,81342,K-12 School,73.5,48.5,03/13/2014 12:00:00 AM,"11211 TOM ADAMS DR
AUSTIN, TX 78753
(30.37307411800049, -97.66938442299966)"
242166,117100,Warehouse (Unrefrigerated),8.6,50.3,03/13/2014 12:00:00 AM,"9701 DESSAU RD
AUSTIN, TX 78754
(30.354523895000455, -97.67356538899969)"
756484,32955,Medical Office,,,03/13/2014 12:00:00 AM,"2312 CEDAR BEND DR
AUSTIN, TX 78758
(30.412646425000446, -97.70356056099968)"
547845,109175,Distribution Center,77.5,11.5,03/13/2014 12:00:00 AM,"2200 DENTON DR
AUSTIN, TX 78758
(30.386216326000465, -97.71481837399966)"
"754190, 449062",656912,Office,90.5,39.9,03/13/2014 12:00:00 AM,"701 BRAZOS ST
AUSTIN, TX 78701
(30.269180080000467, -97.74090144099966)"
208388,80644,Residence Hall/Dormitory,16,112.8,03/13/2014 12:00:00 AM,"210 W 27TH ST
AUSTIN, TX 78705
(30.291878105000478, -97.7393889499997)"
198574,50898,K-12 School,65.9,67.3,03/13/2014 12:00:00 AM,"1600 CHICON ST
AUSTIN, TX 78702
(30.27759412600045, -97.72076173999966)"
291760,115296,Office,36.7,97.3,03/13/2014 12:00:00 AM,"2150 WOODWARD ST
AUSTIN, TX 78744
(30.212764284000457, -97.74564500099967)"
460896,201946,Office,82.4,65.7,03/13/2014 12:00:00 AM,"9606 N MOPAC EXPY
AUSTIN, TX 78759
(30.38604814000047, -97.73592099899969)"
522984,120000,Office,,,03/13/2014 12:00:00 AM,"6500 RIVER PLACE BLVD
AUSTIN, TX 78730
(30.391518928000437, -97.84769491299966)"
510140,68003,K-12 School,82.3,48.6,03/13/2014 12:00:00 AM,"2998 1/2 JONES RD
AUSTIN, TX 78745
(30.22719039700047, -97.80705621999965)"
784621,86232,K-12 School,82.4,37.7,03/13/2014 12:00:00 AM,"12009 BUCKINGHAM GATE RD
AUSTIN, TX 78748
(30.15299305500048, -97.85247163699967)"
312676,32194,Other,,,03/13/2014 12:00:00 AM,"603 W BEN WHITE BLVD
AUSTIN, TX 78704
(30.22644658300044, -97.7701954429997)"
222703,54240,Supermarket/Grocery Store,46,277.6,03/13/2014 12:00:00 AM,"7112 ED BLUESTEIN BLVD
AUSTIN, TX 78723
(30.312731391000455, -97.6628285489997)"
101210,49042,K-12 School,88.5,47.3,03/13/2014 12:00:00 AM,"2108 BARTON HILLS DR
AUSTIN, TX 78704
(30.25343335500048, -97.78345964499965)"
776803,149239,Retail,,22.2,03/13/2014 12:00:00 AM,"7719 BURNET RD
AUSTIN, TX 78757
(30.354284644000472, -97.73190466599965)"
105454,317179,K-12 School,43.7,53.7,03/13/2014 12:00:00 AM,"1715 W CESAR CHAVEZ ST
AUSTIN, TX 78703
(30.272431284000447, -97.7647128109997)"
111181,129230,Office,82.3,68.3,03/13/2014 12:00:00 AM,"1122 S CAPITAL OF TX HWY
AUSTIN, TX 78746
(30.282492844000444, -97.82343465199966)"
204170,62858,K-12 School,82.1,37.2,03/13/2014 12:00:00 AM,"2613 ROGERS AVE
AUSTIN, TX 78722
(30.28303293400046, -97.7138258389997)"
504103,10500,Other,,,03/13/2014 12:00:00 AM,"12012 N MOPAC EXPY
AUSTIN, TX 78759
(30.409166403000484, -97.71581770499967)"
551960,33614,Warehouse (Unrefrigerated),86.6,10,03/13/2014 12:00:00 AM,"3709 PROMONTORY POINT DR
AUSTIN, TX 78744
(30.21009225600045, -97.7270876719997)"
716397,99412,Retail,64.7,59.3,03/13/2014 12:00:00 AM,"601 W CANYON RIDGE DR
AUSTIN, TX 78753
(30.403252874000486, -97.6728630339997)"
255085,42300,Warehouse (Unrefrigerated),18,26.6,03/13/2014 12:00:00 AM,"10405 METRIC BLVD
AUSTIN, TX 78758
(30.383072903000482, -97.7138459739997)"
323203,74833,K-12 School,29.5,89.7,03/13/2014 12:00:00 AM,"1010 TURTLE CREEK BLVD
AUSTIN, TX 78745
(30.205225517000486, -97.78965884499968)"
292254,32100,Office,65.7,62.8,03/13/2014 12:00:00 AM,"2716 SPIRIT OF TEXAS DR
AUSTIN, TX 78617
(30.21238171900046, -97.66657026599967)"
250026,31728,Office,,,03/13/2014 12:00:00 AM,"8990 RESEARCH BLVD
AUSTIN, TX 78758
(30.371094970000456, -97.72285340799965)"
311354,86965,K-12 School,74.1,45,03/13/2014 12:00:00 AM,"6001 WESTCREEK DRIVE
AUSTIN, TX 78749
(30.232180309000455, -97.84607108799969)"
461011,77801,Hotel,41.9,71.2,03/13/2014 12:00:00 AM,"10001 N CAPITAL OF TX HWY
AUSTIN, TX 78759
(30.39053349900047, -97.7385326219997)"
746223,51200,Warehouse (Unrefrigerated),,,03/13/2014 12:00:00 AM,"9101 WALL ST
AUSTIN, TX 78754
(30.344364030000463, -97.66858494699966)"
256624,56995,Office,6,113.9,03/13/2014 12:00:00 AM,"11101 METRIC BLVD
AUSTIN, TX 78758
(30.390492045000485, -97.70942694199965)"
163609,90500,Retail,50.7,55.7,03/13/2014 12:00:00 AM,"12250 RESEARCH BLVD
AUSTIN, TX 78759
(30.426955278000435, -97.75570300699968)"
310494,102608,Office,77.9,72.4,03/13/2014 12:00:00 AM,"3711 S MOPAC EXPY
AUSTIN, TX 78745
(30.245090374000483, -97.80622873499965)"
225473,109689,Warehouse (Unrefrigerated),99,4.1,03/13/2014 12:00:00 AM,"937 REINLI ST
AUSTIN, TX 78751
(30.319395492000467, -97.70919242799965)"
494764,192214,Office,84.6,75.1,03/13/2014 12:00:00 AM,"2801 VIA FORTUNA
AUSTIN, TX 78746
(30.25213405800048, -97.80025930999966)"
255073,100660,"Repair Services (Vehicle, Shoe, Locksmith))",2,69.6,03/13/2014 12:00:00 AM,"10420 METRIC BLVD
AUSTIN, TX 78758
(30.38338795700048, -97.71370502799965)"
787696,210000,Retail Store,62,61.6,03/13/2014 12:00:00 AM,"3211 FEATHERGRASS COURT
AUSTIN, TX 78758
(30.394893311000487, -97.72735179499966)"
464994,159300,Office,100,23,03/13/2014 12:00:00 AM,"5700 S MOPAC EXPY
AUSTIN, TX 78749
(30.228481399000486, -97.82992047899967)"
194344,138442,Office,53.7,91.2,03/13/2014 12:00:00 AM,"107 W 6TH ST
AUSTIN, TX 78701
(30.268143721000456, -97.74323828099966)"
194357,530102,Office,87.4,69.4,03/13/2014 12:00:00 AM,"600 CONGRESS AVE
AUSTIN, TX 78701
(30.268231368000443, -97.74280004999969)"
404259,114640,Retail,34.1,85.6,03/13/2014 12:00:00 AM,"10501 N MOPAC EXPY
AUSTIN, TX 78759
(30.391870823000488, -97.7330746079997)"
248792,79686,Warehouse (Unrefrigerated),27.4,30.4,03/13/2014 12:00:00 AM,"8868 RESEARCH BLVD
AUSTIN, TX 78758
(30.368792478000444, -97.71964484299968)"
245674,14319,Office,63.5,48.2,03/13/2014 12:00:00 AM,"3215 STECK AVE
AUSTIN, TX 78757
(30.36619506800048, -97.73827323599966)"
261734,227406,College/University (Campus-Level),,80.8,03/13/2014 12:00:00 AM,"11928 STONEHOLLOW DR
AUSTIN, TX 78758
(30.400975254000457, -97.70367781799968)"
133193,78789,Medical Office,42.3,110.1,03/13/2014 12:00:00 AM,"6834 AUSTIN CENTER BLVD
AUSTIN, TX 78731
(30.350640216000443, -97.75116079699967)"
516193,84850,Hotel,39.9,64.3,03/13/2014 12:00:00 AM,"4501 S IH 35
AUSTIN, TX 78744
(30.188402392000455, -97.7461486959997)"
379128,68358,Supermarket/Grocery Store,50.5,252.8,03/13/2014 12:00:00 AM,"6005 PARMER LA
AUSTIN, TX 78660
(30.44853352600046, -97.61972641599965)"
425743,52316,Warehouse (Unrefrigerated),21.5,40.9,03/13/2014 12:00:00 AM,"4708 E MLK BLVD
AUSTIN, TX 78724
(30.286138456000458, -97.6801222799997)"
255888,37700,Non-Refrigerated Warehouse,,,03/13/2014 12:00:00 AM,"3101 INDUSTRIAL TER
AUSTIN, TX 78758
(30.380675659000474, -97.7311028209997)"
826182,35000,Supermarket/Grocery,65,185.8,03/13/2014 12:00:00 AM,"5145 N RANCH RD 620 A
LAKEWAY, TX 78732
(30.367803324000477, -97.89832816899968)"
256622,45242,Office,81.6,42.6,03/13/2014 12:00:00 AM,"1826 KRAMER LA
AUSTIN, TX 78758
(30.38689426400049, -97.70653519399968)"
754099,137633,Warehouse (Refrigerated),,,03/13/2014 12:00:00 AM,"1100 E HOWARD LA
AUSTIN, TX 78753
(30.371744244000467, -97.6805695279997)"
235517,46200,Warehouse (Unrefrigerated),83.9,9.2,03/13/2014 12:00:00 AM,"9019 TUSCANY WAY
AUSTIN, TX 78754
(30.337776344000474, -97.6610686839997)"
R057986,54278,Retail Store,,90.6,03/13/2014 12:00:00 AM,"8668 SPICEWOOD SPRINGS RD
AUSTIN, TX 78759
(30.434014359000457, -97.77010187499968)"
310848,52667,College/University (Campus-Level),,37.6,03/13/2014 12:00:00 AM,"3001 S CONGRESS AVE
AUSTIN, TX 78704
(30.232324808000442, -97.75854559099969)"
135841,138933,K-12 School,66.9,52.3,03/13/2014 12:00:00 AM,"3700 NORTH HILLS DR
AUSTIN, TX 78731
(30.35336554200046, -97.75870785399968)"
235467,48268,Office,,,03/13/2014 12:00:00 AM,"1520 RUTHERFORD LA, RLC BLDG 4
AUSTIN, TX 78754
(30.336625098000468, -97.68177453199968)"
235751,51191,K-12 School,79.5,51.9,03/13/2014 12:00:00 AM,"6310 TREADWELL BLVD
AUSTIN, TX 78757
(30.34314882600046, -97.74820332599967)"
738177,107000,Hotel,85.2,52.2,03/13/2014 12:00:00 AM,"12400 N IH 35 ST
AUSTIN, TX 78753
(30.371744244000467, -97.6805695279997)"
192844,127191,Hotel,6.8,127.3,03/13/2014 12:00:00 AM,"210 E 2ND ST
AUSTIN, TX 78701
(30.263747193000484, -97.74202307699966)"
456153,161364,Office,87.5,69.9,03/13/2014 12:00:00 AM,"7000 N MOPAC EXPY
AUSTIN, TX 78731
(30.353277896000463, -97.74898503699967)"
215196,63136,K-12 School,84.6,38,03/13/2014 12:00:00 AM,"3312 ROGGE LA
AUSTIN, TX 78723
(30.302005991000442, -97.6759886909997)"
101839,126123,Office,29.9,156.9,03/13/2014 12:00:00 AM,"721 BARTON SPRINGS RD
AUSTIN, TX 78704
(30.258953888000462, -97.75187025799966)"
R381821,78164,Office,47.9,91.7,03/13/2014 12:00:00 AM,"13640 BRIARWICK DR
AUSTIN, TX 78729
(30.471990082000445, -97.7703126989997)"
361694,87300,Warehouse (Unrefrigerated),12.8,37.1,03/13/2014 12:00:00 AM,"8006 CAMERON RD
AUSTIN, TX 78754
(30.335957091000466, -97.68426652899967)"
255066,99675,Warehouse (Unrefrigerated),46.5,16.7,03/13/2014 12:00:00 AM,"2209 RUTLAND DR
AUSTIN, TX 78758
(30.381484610000484, -97.71782322099966)"
242989,263166,K-12 School,23.3,82.7,03/13/2014 12:00:00 AM,"1201 W PAYTON GIN RD
AUSTIN, TX 78758
(30.361339373000476, -97.70775440599965)"
462474,50868,Office,87.4,50,03/13/2014 12:00:00 AM,"12554 RIATA VISTA CIR
AUSTIN, TX 78727
(30.43159697900046, -97.7381263689997)"
319248,156166,Hotel,35.5,80.6,03/13/2014 12:00:00 AM,"4415 S IH 35
AUSTIN, TX 78744
(30.188402392000455, -97.7461486959997)"
311850,64893,Supermarket/Grocery Store,50.5,355.8,03/13/2014 12:00:00 AM,"7010 W US 71 HWY
AUSTIN, TX 78735
(30.25409018600044, -97.86540606199969)"
241258,71267,Office,,66.9,03/13/2014 12:00:00 AM,"7600 BURNET RD
AUSTIN, TX 78757
(30.35229624900046, -97.73323451399966)"
751949,54949,Office,,10.5,03/13/2014 12:00:00 AM,"7620 GUADALUPE ST
AUSTIN, TX 78752
(30.34308842100046, -97.71235124799966)"
361704,61632,Office,,4.4,03/13/2014 12:00:00 AM,"1300 E ANDERSON LA
AUSTIN, TX 78752
(30.334396039000467, -97.6894885909997)"
